,station,sensor_type,value,data_flag,units,date,month,year,name,Latitude,Longitude,River_Basin,HR_NAME,capacity
520,MEA,STORAGE,19069696,,AF,1991-11-01,11.0,1991.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
521,MEA,STORAGE,19080992,,AF,1991-12-01,12.0,1991.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
522,MEA,STORAGE,19288000,,AF,1992-01-01,1.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
523,MEA,STORAGE,19780000,,AF,1992-02-01,2.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
524,MEA,STORAGE,20064992,,AF,1992-03-01,3.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
525,MEA,STORAGE,20182000,,AF,1992-04-01,4.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
526,MEA,STORAGE,20112000,,AF,1992-05-01,5.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
527,MEA,STORAGE,19788000,,AF,1992-06-01,6.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
528,MEA,STORAGE,19496992,,AF,1992-07-01,7.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
529,MEA,STORAGE,19348992,,AF,1992-08-01,8.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
530,MEA,STORAGE,19370000,,AF,1992-09-01,9.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
531,MEA,STORAGE,19416000,,AF,1992-10-01,10.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
532,MEA,STORAGE,19447008,,AF,1992-11-01,11.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
533,MEA,STORAGE,19546000,,AF,1992-12-01,12.0,1992.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
534,MEA,STORAGE,19728992,,AF,1993-01-01,1.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
535,MEA,STORAGE,20627008,,AF,1993-02-01,2.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
536,MEA,STORAGE,21515008,,AF,1993-03-01,3.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
537,MEA,STORAGE,21980992,,AF,1993-04-01,4.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
538,MEA,STORAGE,21927008,,AF,1993-05-01,5.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
539,MEA,STORAGE,21520992,,AF,1993-06-01,6.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
540,MEA,STORAGE,21258000,,AF,1993-07-01,7.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
541,MEA,STORAGE,21111008,,AF,1993-08-01,8.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
542,MEA,STORAGE,21276992,,AF,1993-09-01,9.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
543,MEA,STORAGE,21379008,,AF,1993-10-01,10.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
544,MEA,STORAGE,21228000,,AF,1993-11-01,11.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
545,MEA,STORAGE,21283200,,AF,1993-12-01,12.0,1993.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
546,MEA,STORAGE,21324000,,AF,1994-01-01,1.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
547,MEA,STORAGE,21510000,,AF,1994-02-01,2.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
548,MEA,STORAGE,21632000,,AF,1994-03-01,3.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
549,MEA,STORAGE,21291008,,AF,1994-04-01,4.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
550,MEA,STORAGE,20803008,,AF,1994-05-01,5.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
551,MEA,STORAGE,20035904,,AF,1994-06-01,6.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
552,MEA,STORAGE,20064992,,AF,1994-07-01,7.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
553,MEA,STORAGE,20004992,,AF,1994-08-01,8.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
554,MEA,STORAGE,19908992,,AF,1994-09-01,9.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
555,MEA,STORAGE,19930000,,AF,1994-10-01,10.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
556,MEA,STORAGE,19852000,,AF,1994-11-01,11.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
557,MEA,STORAGE,19575008,,AF,1994-12-01,12.0,1994.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
558,MEA,STORAGE,19688992,,AF,1995-01-01,1.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
559,MEA,STORAGE,20190000,,AF,1995-02-01,2.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
560,MEA,STORAGE,20484992,,AF,1995-03-01,3.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
561,MEA,STORAGE,20443008,,AF,1995-04-01,4.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
562,MEA,STORAGE,20099008,,AF,1995-05-01,5.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
563,MEA,STORAGE,19921200,,AF,1995-06-01,6.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
564,MEA,STORAGE,20012992,,AF,1995-07-01,7.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
565,MEA,STORAGE,20240992,,AF,1995-08-01,8.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
566,MEA,STORAGE,20234096,,AF,1995-09-01,9.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
567,MEA,STORAGE,20713792,,AF,1995-10-01,10.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
568,MEA,STORAGE,20963008,,AF,1995-11-01,11.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
569,MEA,STORAGE,21504992,,AF,1995-12-01,12.0,1995.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
570,MEA,STORAGE,21600992,,AF,1996-01-01,1.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
571,MEA,STORAGE,21643008,,AF,1996-02-01,2.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
572,MEA,STORAGE,22031008,,AF,1996-03-01,3.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
573,MEA,STORAGE,22031008,,AF,1996-04-01,4.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
574,MEA,STORAGE,21882000,,AF,1996-05-01,5.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
575,MEA,STORAGE,21672000,,AF,1996-06-01,6.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
576,MEA,STORAGE,21556992,,AF,1996-07-01,7.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
577,MEA,STORAGE,21532992,,AF,1996-08-01,8.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
578,MEA,STORAGE,21500000,,AF,1996-09-01,9.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
579,MEA,STORAGE,21614000,,AF,1996-10-01,10.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
580,MEA,STORAGE,21714000,,AF,1996-11-01,11.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
581,MEA,STORAGE,21876000,,AF,1996-12-01,12.0,1996.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
582,MEA,STORAGE,22112000,,AF,1997-01-01,1.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
583,MEA,STORAGE,22288000,,AF,1997-02-01,2.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
584,MEA,STORAGE,22414000,,AF,1997-03-01,3.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
585,MEA,STORAGE,22786000,,AF,1997-04-01,4.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
586,MEA,STORAGE,22917000,,AF,1997-05-01,5.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
587,MEA,STORAGE,22980900,,AF,1997-06-01,6.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
588,MEA,STORAGE,23254000,,AF,1997-07-01,7.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
589,MEA,STORAGE,23426000,,AF,1997-08-01,8.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
590,MEA,STORAGE,23577000,,AF,1997-09-01,9.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
591,MEA,STORAGE,23769000,,AF,1997-10-01,10.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
592,MEA,STORAGE,24343000,,AF,1997-11-01,11.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
593,MEA,STORAGE,24822000,,AF,1997-12-01,12.0,1997.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
594,MEA,STORAGE,25105212,,AF,1998-01-01,1.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
595,MEA,STORAGE,25068000,,AF,1998-02-01,2.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
596,MEA,STORAGE,25014000,,AF,1998-03-01,3.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
597,MEA,STORAGE,25046000,,AF,1998-04-01,4.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
598,MEA,STORAGE,24813000,,AF,1998-05-01,5.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
599,MEA,STORAGE,24630000, ,AF,1998-06-01,6.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
600,MEA,STORAGE,24673000, ,AF,1998-07-01,7.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
601,MEA,STORAGE,24766000, ,AF,1998-08-01,8.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
602,MEA,STORAGE,25052000, ,AF,1998-09-01,9.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
603,MEA,STORAGE,25126000, ,AF,1998-10-01,10.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
604,MEA,STORAGE,25278000, ,AF,1998-11-01,11.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
605,MEA,STORAGE,25128000, ,AF,1998-12-01,12.0,1998.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
606,MEA,STORAGE,24781000, ,AF,1999-01-01,1.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
607,MEA,STORAGE,24836000, ,AF,1999-02-01,2.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
608,MEA,STORAGE,24899000, ,AF,1999-03-01,3.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
609,MEA,STORAGE,24662000, ,AF,1999-04-01,4.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
610,MEA,STORAGE,24216000, ,AF,1999-05-01,5.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
611,MEA,STORAGE,24001000, ,AF,1999-06-01,6.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
612,MEA,STORAGE,23868000, ,AF,1999-07-01,7.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
613,MEA,STORAGE,23988000, ,AF,1999-08-01,8.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
614,MEA,STORAGE,24207000, ,AF,1999-09-01,9.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
615,MEA,STORAGE,24592000, ,AF,1999-10-01,10.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
616,MEA,STORAGE,24717000, ,AF,1999-11-01,11.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
617,MEA,STORAGE,24789000, ,AF,1999-12-01,12.0,1999.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
618,MEA,STORAGE,24997000, ,AF,2000-01-01,1.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
619,MEA,STORAGE,25046000, ,AF,2000-02-01,2.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
620,MEA,STORAGE,24974000, ,AF,2000-03-01,3.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
621,MEA,STORAGE,24659000, ,AF,2000-04-01,4.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
622,MEA,STORAGE,24213000, ,AF,2000-05-01,5.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
623,MEA,STORAGE,24047000, ,AF,2000-06-01,6.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
624,MEA,STORAGE,24047000, ,AF,2000-07-01,7.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
625,MEA,STORAGE,22913000, ,AF,2000-08-01,8.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
626,MEA,STORAGE,22436000, ,AF,2000-09-01,9.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
627,MEA,STORAGE,22444000, ,AF,2000-10-01,10.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
628,MEA,STORAGE,22435000, ,AF,2000-11-01,11.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
629,MEA,STORAGE,22405000, ,AF,2000-12-01,12.0,2000.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
630,MEA,STORAGE,22358000, ,AF,2001-01-01,1.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
631,MEA,STORAGE,22523000, ,AF,2001-02-01,2.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
632,MEA,STORAGE,22430000, ,AF,2001-03-01,3.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
633,MEA,STORAGE,22154000, ,AF,2001-04-01,4.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
634,MEA,STORAGE,21603000, ,AF,2001-05-01,5.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
635,MEA,STORAGE,21127000, ,AF,2001-06-01,6.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
636,MEA,STORAGE,20557000, ,AF,2001-07-01,7.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
637,MEA,STORAGE,20245000, ,AF,2001-08-01,8.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
638,MEA,STORAGE,20137000, ,AF,2001-09-01,9.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
639,MEA,STORAGE,19873000, ,AF,2001-10-01,10.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
640,MEA,STORAGE,19882000, ,AF,2001-11-01,11.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
641,MEA,STORAGE,19776000, ,AF,2001-12-01,12.0,2001.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
642,MEA,STORAGE,19795000, ,AF,2002-01-01,1.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
643,MEA,STORAGE,19870000, ,AF,2002-02-01,2.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
644,MEA,STORAGE,19682000,r,AF,2002-03-01,3.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
645,MEA,STORAGE,19118000, ,AF,2002-04-01,4.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
646,MEA,STORAGE,18539000, ,AF,2002-05-01,5.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
647,MEA,STORAGE,17915000, ,AF,2002-06-01,6.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
648,MEA,STORAGE,17652000, ,AF,2002-07-01,7.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
649,MEA,STORAGE,17343000,r,AF,2002-08-01,8.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
650,MEA,STORAGE,17209000, ,AF,2002-09-01,9.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
651,MEA,STORAGE,17093000, ,AF,2002-10-01,10.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
652,MEA,STORAGE,17032000, ,AF,2002-11-01,11.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
653,MEA,STORAGE,16850000, ,AF,2002-12-01,12.0,2002.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
654,MEA,STORAGE,16718000, ,AF,2003-01-01,1.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
655,MEA,STORAGE,16854000, ,AF,2003-02-01,2.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
656,MEA,STORAGE,16978000, ,AF,2003-03-01,3.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
657,MEA,STORAGE,16820000, ,AF,2003-04-01,4.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
658,MEA,STORAGE,16287000, ,AF,2003-05-01,5.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
659,MEA,STORAGE,15893000, ,AF,2003-06-01,6.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
660,MEA,STORAGE,15733000, ,AF,2003-07-01,7.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
661,MEA,STORAGE,15598000, ,AF,2003-08-01,8.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
662,MEA,STORAGE,15741000, ,AF,2003-09-01,9.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
663,MEA,STORAGE,15618000, ,AF,2003-10-01,10.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
664,MEA,STORAGE,15517000, ,AF,2003-11-01,11.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
665,MEA,STORAGE,15337000, ,AF,2003-12-01,12.0,2003.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
666,MEA,STORAGE,15300000, ,AF,2004-01-01,1.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
667,MEA,STORAGE,15434000,,AF,2004-02-01,2.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
668,MEA,STORAGE,15404000, ,AF,2004-03-01,3.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
669,MEA,STORAGE,15255000, ,AF,2004-04-01,4.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
670,MEA,STORAGE,14866000, ,AF,2004-05-01,5.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
671,MEA,STORAGE,14324000, ,AF,2004-06-01,6.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
672,MEA,STORAGE,14042000, ,AF,2004-07-01,7.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
673,MEA,STORAGE,13924000, ,AF,2004-08-01,8.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
674,MEA,STORAGE,14018000, ,AF,2004-09-01,9.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
675,MEA,STORAGE,13937000, ,AF,2004-10-01,10.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
676,MEA,STORAGE,14094000, ,AF,2004-11-01,11.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
677,MEA,STORAGE,14367000, ,AF,2004-12-01,12.0,2004.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
678,MEA,STORAGE,14355000, ,AF,2005-01-01,1.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
679,MEA,STORAGE,15119000, ,AF,2005-02-01,2.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
680,MEA,STORAGE,15739000, ,AF,2005-03-01,3.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
681,MEA,STORAGE,16220000, ,AF,2005-04-01,4.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
682,MEA,STORAGE,15869000, ,AF,2005-05-01,5.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
683,MEA,STORAGE,15593000, ,AF,2005-06-01,6.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
684,MEA,STORAGE,15441000, ,AF,2005-07-01,7.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
685,MEA,STORAGE,15288000, ,AF,2005-08-01,8.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
686,MEA,STORAGE,15351000, ,AF,2005-09-01,9.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
687,MEA,STORAGE,15219000, ,AF,2005-10-01,10.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
688,MEA,STORAGE,15078000, ,AF,2005-11-01,11.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
689,MEA,STORAGE,14896000, ,AF,2005-12-01,12.0,2005.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
690,MEA,STORAGE,15131000, ,AF,2006-01-01,1.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
691,MEA,STORAGE,15335000, ,AF,2006-02-01,2.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
692,MEA,STORAGE,15520000, ,AF,2006-03-01,3.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
693,MEA,STORAGE,15337000, ,AF,2006-04-01,4.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
694,MEA,STORAGE,14966000, ,AF,2006-05-01,5.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
695,MEA,STORAGE,14470000, ,AF,2006-06-01,6.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
696,MEA,STORAGE,14178000, ,AF,2006-07-01,7.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
697,MEA,STORAGE,13993000, ,AF,2006-08-01,8.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
698,MEA,STORAGE,14005000, ,AF,2006-09-01,9.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
699,MEA,STORAGE,13887000, ,AF,2006-10-01,10.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
700,MEA,STORAGE,13964000, ,AF,2006-11-01,11.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
701,MEA,STORAGE,14014000, ,AF,2006-12-01,12.0,2006.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
702,MEA,STORAGE,14164000, ,AF,2007-01-01,1.0,2007.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
703,MEA,STORAGE,14309000, ,AF,2007-02-01,2.0,2007.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
704,MEA,STORAGE,14288000, ,AF,2007-03-01,3.0,2007.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
705,MEA,STORAGE,13930000, ,AF,2007-04-01,4.0,2007.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
706,MEA,STORAGE,13426000, ,AF,2007-05-01,5.0,2007.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
707,MEA,STORAGE,12963000, ,AF,2007-06-01,6.0,2007.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
708,MEA,STORAGE,12735000, ,AF,2007-07-01,7.0,2007.0,LAKE MEAD,36.016,-114.736,COLORADO R,Colorado River,26159008.0
