,date,HR_NAME,percentile
343,2019-10-31 00:00:00+00:00,Central Coast,0.6166666666666667
344,2019-11-30 00:00:00+00:00,Central Coast,0.4
345,2019-12-31 00:00:00+00:00,Central Coast,0.6666666666666667
346,2020-01-31 00:00:00+00:00,Central Coast,
347,2020-02-29 00:00:00+00:00,Central Coast,
348,2020-03-31 00:00:00+00:00,Central Coast,0.2166666666666666
349,2020-04-30 00:00:00+00:00,Central Coast,0.3666666666666667
350,2020-05-31 00:00:00+00:00,Central Coast,0.5166666666666667
351,2020-06-30 00:00:00+00:00,Central Coast,0.6833333333333335
352,2020-07-31 00:00:00+00:00,Central Coast,0.5333333333333333
353,2020-08-31 00:00:00+00:00,Central Coast,0.4833333333333334
354,2020-09-30 00:00:00+00:00,Central Coast,0.4666666666666667
355,2020-10-31 00:00:00+00:00,Central Coast,0.3666666666666667
356,2020-11-30 00:00:00+00:00,Central Coast,0.1666666666666666
357,2020-12-31 00:00:00+00:00,Central Coast,0.1
358,2021-01-31 00:00:00+00:00,Central Coast,
359,2021-02-28 00:00:00+00:00,Central Coast,
360,2021-03-31 00:00:00+00:00,Central Coast,0.1333333333333333
361,2021-04-30 00:00:00+00:00,Central Coast,0.0666666666666666
362,2021-05-31 00:00:00+00:00,Central Coast,0.0666666666666666
363,2021-06-30 00:00:00+00:00,Central Coast,0.0666666666666666
364,2021-07-31 00:00:00+00:00,Central Coast,0.0666666666666666
365,2021-08-31 00:00:00+00:00,Central Coast,0.0666666666666666
366,2021-09-30 00:00:00+00:00,Central Coast,0.0
367,2021-10-31 00:00:00+00:00,Central Coast,0.1
368,2021-11-30 00:00:00+00:00,Central Coast,0.2166666666666666
369,2021-12-31 00:00:00+00:00,Central Coast,0.9
370,2022-01-31 00:00:00+00:00,Central Coast,
371,2022-02-28 00:00:00+00:00,Central Coast,
372,2022-03-31 00:00:00+00:00,Central Coast,0.0333333333333333
373,2022-04-30 00:00:00+00:00,Central Coast,0.0
374,2022-05-31 00:00:00+00:00,Central Coast,0.0333333333333333
375,2022-06-30 00:00:00+00:00,Central Coast,0.0666666666666666
376,2022-07-31 00:00:00+00:00,Central Coast,0.0333333333333333
377,2022-08-31 00:00:00+00:00,Central Coast,0.0333333333333333
378,2022-09-30 00:00:00+00:00,Central Coast,0.0
379,2022-10-31 00:00:00+00:00,Central Coast,0.0666666666666666
380,2022-11-30 00:00:00+00:00,Central Coast,0.1166666666666666
381,2022-12-31 00:00:00+00:00,Central Coast,0.85
382,2023-01-31 00:00:00+00:00,Central Coast,
383,2023-02-28 00:00:00+00:00,Central Coast,
384,2023-03-31 00:00:00+00:00,Central Coast,0.9666666666666668
385,2023-04-30 00:00:00+00:00,Central Coast,0.9666666666666668
386,2023-05-31 00:00:00+00:00,Central Coast,0.9666666666666668
387,2023-06-30 00:00:00+00:00,Central Coast,0.9333333333333336
388,2023-07-31 00:00:00+00:00,Central Coast,0.9333333333333336
389,2023-08-31 00:00:00+00:00,Central Coast,0.9
390,2023-09-30 00:00:00+00:00,Central Coast,0.9666666666666668
391,2023-10-31 00:00:00+00:00,Central Coast,0.9666666666666668
392,2023-11-30 00:00:00+00:00,Central Coast,0.9
393,2023-12-31 00:00:00+00:00,Central Coast,0.6333333333333334
394,2024-01-31 00:00:00+00:00,Central Coast,
395,2024-02-29 00:00:00+00:00,Central Coast,
396,2024-03-31 00:00:00+00:00,Central Coast,0.7666666666666667
397,1991-03-31 00:00:00+00:00,Colorado River,0.6833333333333335
398,1991-04-30 00:00:00+00:00,Colorado River,0.6666666666666667
399,1991-05-31 00:00:00+00:00,Colorado River,0.8833333333333334
400,1991-06-30 00:00:00+00:00,Colorado River,0.8666666666666667
401,1991-07-31 00:00:00+00:00,Colorado River,0.8666666666666667
402,1991-08-31 00:00:00+00:00,Colorado River,0.8666666666666667
403,1991-09-30 00:00:00+00:00,Colorado River,0.8666666666666667
404,1991-10-31 00:00:00+00:00,Colorado River,0.7833333333333334
405,1991-11-30 00:00:00+00:00,Colorado River,0.8
406,1991-12-31 00:00:00+00:00,Colorado River,0.5666666666666668
407,1992-01-31 00:00:00+00:00,Colorado River,
408,1992-02-29 00:00:00+00:00,Colorado River,
409,1992-03-31 00:00:00+00:00,Colorado River,0.6333333333333334
410,1992-04-30 00:00:00+00:00,Colorado River,0.7666666666666667
411,1992-05-31 00:00:00+00:00,Colorado River,0.7333333333333334
412,1992-06-30 00:00:00+00:00,Colorado River,0.7833333333333334
413,1992-07-31 00:00:00+00:00,Colorado River,0.7000000000000001
414,1992-08-31 00:00:00+00:00,Colorado River,0.4333333333333333
415,1992-09-30 00:00:00+00:00,Colorado River,0.4666666666666667
416,1992-10-31 00:00:00+00:00,Colorado River,0.4333333333333333
417,1992-11-30 00:00:00+00:00,Colorado River,0.5
418,1992-12-31 00:00:00+00:00,Colorado River,0.6333333333333334
419,1993-01-31 00:00:00+00:00,Colorado River,
420,1993-02-28 00:00:00+00:00,Colorado River,
421,1993-03-31 00:00:00+00:00,Colorado River,1.0
422,1993-04-30 00:00:00+00:00,Colorado River,1.0
423,1993-05-31 00:00:00+00:00,Colorado River,0.9666666666666668
424,1993-06-30 00:00:00+00:00,Colorado River,1.0
425,1993-07-31 00:00:00+00:00,Colorado River,1.0
426,1993-08-31 00:00:00+00:00,Colorado River,0.9166666666666669
427,1993-09-30 00:00:00+00:00,Colorado River,0.9
428,1993-10-31 00:00:00+00:00,Colorado River,0.9666666666666668
429,1993-11-30 00:00:00+00:00,Colorado River,0.9666666666666668
430,1993-12-31 00:00:00+00:00,Colorado River,0.9166666666666669
431,1994-01-31 00:00:00+00:00,Colorado River,
432,1994-02-28 00:00:00+00:00,Colorado River,
433,1994-03-31 00:00:00+00:00,Colorado River,0.8
434,1994-04-30 00:00:00+00:00,Colorado River,0.7666666666666667
435,1994-05-31 00:00:00+00:00,Colorado River,0.6666666666666667
436,1994-06-30 00:00:00+00:00,Colorado River,0.7333333333333334
437,1994-07-31 00:00:00+00:00,Colorado River,0.8
438,1994-08-31 00:00:00+00:00,Colorado River,0.8333333333333335
439,1994-09-30 00:00:00+00:00,Colorado River,0.8
