,date,HR_NAME,SWDI
300,2016-01-31,Central Coast,0.0666666666666666
301,2016-02-29,Central Coast,0.0666666666666666
302,2016-03-31,Central Coast,0.0666666666666666
303,2016-04-30,Central Coast,0.0333333333333333
304,2016-05-31,Central Coast,0.0666666666666666
305,2016-06-30,Central Coast,0.1
306,2016-07-31,Central Coast,0.0666666666666666
307,2016-08-31,Central Coast,0.0333333333333333
308,2016-09-30,Central Coast,0.1
309,2016-10-31,Central Coast,0.0666666666666666
310,2016-11-30,Central Coast,0.1
311,2016-12-31,Central Coast,0.1
312,2017-01-31,Central Coast,0.1333333333333333
313,2017-02-28,Central Coast,0.3333333333333333
314,2017-03-31,Central Coast,0.6
315,2017-04-30,Central Coast,0.5
316,2017-05-31,Central Coast,0.5666666666666668
317,2017-06-30,Central Coast,0.4666666666666667
318,2017-07-31,Central Coast,0.4666666666666667
319,2017-08-31,Central Coast,0.4333333333333333
320,2017-09-30,Central Coast,0.4333333333333333
321,2017-10-31,Central Coast,0.5
322,2017-11-30,Central Coast,0.4
323,2017-12-31,Central Coast,0.4
324,2018-01-31,Central Coast,0.4
325,2018-02-28,Central Coast,0.2666666666666666
326,2018-03-31,Central Coast,0.2
327,2018-04-30,Central Coast,0.2
328,2018-05-31,Central Coast,0.2
329,2018-06-30,Central Coast,0.2
330,2018-07-31,Central Coast,0.1666666666666666
331,2018-08-31,Central Coast,0.1666666666666666
332,2018-09-30,Central Coast,0.1666666666666666
333,2018-10-31,Central Coast,0.1666666666666666
334,2018-11-30,Central Coast,0.1666666666666666
335,2018-12-31,Central Coast,0.1666666666666666
336,2019-01-31,Central Coast,0.2
337,2019-02-28,Central Coast,0.2
338,2019-03-31,Central Coast,0.4666666666666667
339,2019-04-30,Central Coast,0.5666666666666668
340,2019-05-31,Central Coast,0.5
341,2019-06-30,Central Coast,0.5
342,2019-07-31,Central Coast,0.5
343,2019-08-31,Central Coast,0.5
344,2019-09-30,Central Coast,0.5
345,2019-10-31,Central Coast,0.4666666666666667
346,2019-11-30,Central Coast,0.5333333333333333
347,2019-12-31,Central Coast,0.5666666666666668
348,2020-01-31,Central Coast,0.6
349,2020-02-29,Central Coast,0.5
350,2020-03-31,Central Coast,0.3
351,2020-04-30,Central Coast,0.2666666666666666
352,2020-05-31,Central Coast,0.3666666666666667
353,2020-06-30,Central Coast,0.3666666666666667
354,2020-07-31,Central Coast,0.3666666666666667
355,2020-08-31,Central Coast,0.3666666666666667
356,2020-09-30,Central Coast,0.3666666666666667
357,2020-10-31,Central Coast,0.3333333333333333
358,2020-11-30,Central Coast,0.3
359,2020-12-31,Central Coast,0.3
360,2021-01-31,Central Coast,0.3
361,2021-02-28,Central Coast,0.2666666666666666
362,2021-03-31,Central Coast,0.2
363,2021-04-30,Central Coast,0.1666666666666666
364,2021-05-31,Central Coast,0.1666666666666666
365,2021-06-30,Central Coast,0.1333333333333333
366,2021-07-31,Central Coast,0.1333333333333333
367,2021-08-31,Central Coast,0.1
368,2021-09-30,Central Coast,0.1333333333333333
369,2021-10-31,Central Coast,0.1333333333333333
370,2021-11-30,Central Coast,0.1666666666666666
371,2021-12-31,Central Coast,0.1333333333333333
372,2022-01-31,Central Coast,0.3
373,2022-02-28,Central Coast,0.1666666666666666
374,2022-03-31,Central Coast,0.1666666666666666
375,2022-04-30,Central Coast,0.1333333333333333
376,2022-05-31,Central Coast,0.1333333333333333
377,2022-06-30,Central Coast,0.1333333333333333
378,2022-07-31,Central Coast,0.1333333333333333
379,2022-08-31,Central Coast,0.1
380,2022-09-30,Central Coast,0.1333333333333333
381,2022-10-31,Central Coast,0.1666666666666666
382,2022-11-30,Central Coast,0.1666666666666666
383,2022-12-31,Central Coast,0.1333333333333333
384,2023-01-31,Central Coast,0.3
385,2023-02-28,Central Coast,0.8
386,2023-03-31,Central Coast,0.7333333333333334
387,2023-04-30,Central Coast,0.8666666666666667
388,2023-05-31,Central Coast,0.8333333333333335
389,2023-06-30,Central Coast,0.8
390,2023-07-31,Central Coast,0.8
391,2023-08-31,Central Coast,0.8
392,2023-09-30,Central Coast,0.7666666666666667
393,2023-10-31,Central Coast,0.7666666666666667
394,2023-11-30,Central Coast,0.7666666666666667
395,2023-12-31,Central Coast,0.7666666666666667
396,2024-01-31,Central Coast,0.8
397,2024-02-29,Central Coast,0.7333333333333334
398,2024-03-31,Central Coast,1.0
399,1991-01-31,North Coast,0.2333333333333333
400,1991-02-28,North Coast,0.2
401,1991-03-31,North Coast,0.0666666666666666
402,1991-04-30,North Coast,0.0666666666666666
403,1991-05-31,North Coast,0.1333333333333333
404,1991-06-30,North Coast,0.1666666666666666
405,1991-07-31,North Coast,0.1666666666666666
406,1991-08-31,North Coast,0.1333333333333333
407,1991-09-30,North Coast,0.1333333333333333
408,1991-10-31,North Coast,0.1
409,1991-11-30,North Coast,0.1
410,1991-12-31,North Coast,0.1
411,1992-01-31,North Coast,0.0666666666666666
412,1992-02-29,North Coast,0.0333333333333333
413,1992-03-31,North Coast,0.0333333333333333
414,1992-04-30,North Coast,0.0333333333333333
415,1992-05-31,North Coast,0.0666666666666666
416,1992-06-30,North Coast,0.1
417,1992-07-31,North Coast,0.1
418,1992-08-31,North Coast,0.1
419,1992-09-30,North Coast,0.1
420,1992-10-31,North Coast,0.1333333333333333
421,1992-11-30,North Coast,0.1333333333333333
422,1992-12-31,North Coast,0.1333333333333333
423,1993-01-31,North Coast,0.1
424,1993-02-28,North Coast,0.1
425,1993-03-31,North Coast,0.1333333333333333
426,1993-04-30,North Coast,0.2666666666666666
427,1993-05-31,North Coast,0.2666666666666666
428,1993-06-30,North Coast,0.4
429,1993-07-31,North Coast,0.6333333333333334
430,1993-08-31,North Coast,0.7000000000000001
431,1993-09-30,North Coast,0.7666666666666667
432,1993-10-31,North Coast,0.8666666666666667
433,1993-11-30,North Coast,0.8666666666666667
434,1993-12-31,North Coast,0.8666666666666667
435,1994-01-31,North Coast,0.7333333333333334
436,1994-02-28,North Coast,0.7000000000000001
437,1994-03-31,North Coast,0.7000000000000001
438,1994-04-30,North Coast,0.5
439,1994-05-31,North Coast,0.4
440,1994-06-30,North Coast,0.3333333333333333
441,1994-07-31,North Coast,0.2666666666666666
442,1994-08-31,North Coast,0.2666666666666666
443,1994-09-30,North Coast,0.2666666666666666
444,1994-10-31,North Coast,0.2666666666666666
445,1994-11-30,North Coast,0.2666666666666666
446,1994-12-31,North Coast,0.2666666666666666
447,1995-01-31,North Coast,0.3
448,1995-02-28,North Coast,0.4333333333333333
449,1995-03-31,North Coast,0.5
450,1995-04-30,North Coast,0.8
451,1995-05-31,North Coast,0.8333333333333335
452,1995-06-30,North Coast,0.8
453,1995-07-31,North Coast,0.8666666666666667
454,1995-08-31,North Coast,0.9
455,1995-09-30,North Coast,0.8666666666666667
456,1995-10-31,North Coast,0.8333333333333335
457,1995-11-30,North Coast,0.8333333333333335
458,1995-12-31,North Coast,0.7666666666666667
459,1996-01-31,North Coast,0.8333333333333335
460,1996-02-29,North Coast,0.9
461,1996-03-31,North Coast,0.9333333333333336
462,1996-04-30,North Coast,0.9666666666666668
463,1996-05-31,North Coast,0.9666666666666668
464,1996-06-30,North Coast,0.9666666666666668
465,1996-07-31,North Coast,0.9
466,1996-08-31,North Coast,0.8333333333333335
467,1996-09-30,North Coast,0.8333333333333335
468,1996-10-31,North Coast,0.7666666666666667
469,1996-11-30,North Coast,0.7000000000000001
470,1996-12-31,North Coast,0.8333333333333335
471,1997-01-31,North Coast,1.0
472,1997-02-28,North Coast,1.0
473,1997-03-31,North Coast,0.9666666666666668
474,1997-04-30,North Coast,0.9333333333333336
475,1997-05-31,North Coast,0.8
476,1997-06-30,North Coast,0.6333333333333334
477,1997-07-31,North Coast,0.5666666666666668
478,1997-08-31,North Coast,0.5666666666666668
479,1997-09-30,North Coast,0.5666666666666668
480,1997-10-31,North Coast,0.5666666666666668
481,1997-11-30,North Coast,0.5666666666666668
482,1997-12-31,North Coast,0.6
483,1998-01-31,North Coast,0.5333333333333333
484,1998-02-28,North Coast,0.8
485,1998-03-31,North Coast,0.8666666666666667
486,1998-04-30,North Coast,1.0
487,1998-05-31,North Coast,0.7666666666666667
488,1998-06-30,North Coast,0.9
489,1998-07-31,North Coast,1.0
490,1998-08-31,North Coast,1.0
491,1998-09-30,North Coast,1.0
492,1998-10-31,North Coast,1.0
493,1998-11-30,North Coast,1.0
494,1998-12-31,North Coast,1.0
495,1999-01-31,North Coast,0.9666666666666668
496,1999-02-28,North Coast,0.9333333333333336
497,1999-03-31,North Coast,0.9
498,1999-04-30,North Coast,0.8666666666666667
499,1999-05-31,North Coast,0.9
500,1999-06-30,North Coast,0.9333333333333336
501,1999-07-31,North Coast,0.9666666666666668
502,1999-08-31,North Coast,0.9666666666666668
503,1999-09-30,North Coast,0.9333333333333336
504,1999-10-31,North Coast,0.9
505,1999-11-30,North Coast,0.9666666666666668
