,date,HR_NAME,pctl_gwchange,pctl_gwchange_corr,pctl_gwelev,pctl_cumgwchange,pctl_cumgwchange_corr
452,2009-09-30,San Joaquin River,0.3953488372093023,0.2529940119760479,0.4285714285714285,0.3421052631578947,0.1721556886227545
453,2010-03-31,San Joaquin River,0.5277777777777778,0.5479041916167665,0.375,0.35,0.18562874251497
454,2010-09-30,San Joaquin River,0.6401754385964913,0.7095808383233533,0.55,0.435340022296544,0.3413173652694611
455,2011-03-31,San Joaquin River,0.6896551724137931,0.7874251497005988,0.4242424242424242,0.4595918367346939,0.3712574850299401
456,2011-09-30,San Joaquin River,0.7452762923351159,0.8892215568862275,0.7222222222222222,0.5925285368384642,0.6167664670658682
457,2012-03-31,San Joaquin River,0.521286231884058,0.5284431137724551,0.4285714285714285,0.5102040816326531,0.4655688622754491
458,2012-09-30,San Joaquin River,0.2738095238095238,0.0748502994011976,0.5263157894736842,0.4705882352941176,0.3839820359281437
459,2013-03-31,San Joaquin River,0.358058608058608,0.1841317365269461,0.3461538461538461,0.3917306052855925,0.2514970059880239
460,2013-09-30,San Joaquin River,0.2857142857142857,0.0853293413173652,0.3928571428571428,0.34375,0.1736526946107784
461,2014-03-31,San Joaquin River,0.288135593220339,0.0883233532934131,0.2307692307692307,0.2666666666666666,0.0688622754491018
462,2014-09-30,San Joaquin River,0.1956001912960306,0.0149700598802395,0.2777777777777778,0.2279220779220779,0.0434131736526946
463,2015-03-31,San Joaquin River,0.3414634146341463,0.1624251497005988,0.2580645161290322,0.2769230769230769,0.0868263473053892
464,2015-09-30,San Joaquin River,0.2222222222222222,0.0269461077844311,0.25,0.2,0.0224550898203592
465,2016-03-31,San Joaquin River,0.3947368421052631,0.248502994011976,0.2222222222222222,0.18,0.0134730538922155
466,2016-09-30,San Joaquin River,0.6153846153846154,0.6699101796407185,0.3125,0.2280701754385964,0.0449101796407185
467,2017-03-31,San Joaquin River,0.7894736842105263,0.937125748502994,0.4545454545454545,0.3488372093023256,0.1826347305389221
468,2017-09-30,San Joaquin River,0.8235294117647058,0.9625748502994012,0.563508064516129,0.4946808510638297,0.4176646706586826
469,2018-03-31,San Joaquin River,0.5474493623405852,0.5703592814371258,0.5,0.5,0.4401197604790419
470,2018-09-30,San Joaquin River,0.4464285714285714,0.3802395209580838,0.4454365079365079,0.4285714285714285,0.3181137724550898
471,2019-03-31,San Joaquin River,0.6767857142857143,0.7709580838323353,0.6129032258064516,0.5714285714285714,0.5800898203592815
472,2019-09-30,San Joaquin River,0.6666666666666666,0.7567365269461078,0.6666666666666666,0.6363636363636364,0.6991017964071856
473,2020-03-31,San Joaquin River,0.4615384615384615,0.4161676646706587,0.5,0.5384615384615384,0.5104790419161677
474,2020-09-30,San Joaquin River,0.3474576271186441,0.1691616766467066,0.4285714285714285,0.4285714285714285,0.3181137724550898
475,2021-03-31,San Joaquin River,0.3909646739130434,0.2425149700598802,0.3333333333333333,0.395497311827957,0.2559880239520958
476,2021-09-30,San Joaquin River,0.25,0.0456586826347305,0.2857142857142857,0.2916666666666667,0.1032934131736526
477,2022-03-31,San Joaquin River,0.2519230769230769,0.0494011976047904,0.25,0.2142857142857142,0.028443113772455
478,2022-09-30,San Joaquin River,0.3235294117647059,0.1332335329341317,0.2222222222222222,0.125,0.0029940119760479
479,2023-03-31,San Joaquin River,0.7333333333333333,0.8712574850299402,0.375,0.25,0.0576347305389221
480,2023-09-30,San Joaquin River,0.8666666666666667,0.9895209580838324,0.5147058823529411,0.4444444444444444,0.3495508982035928
481,2024-03-31,San Joaquin River,0.609375,0.657185628742515,0.4545454545454545,0.6389802631578947,0.7020958083832335
482,1990-03-31,South Coast,,,0.2981481481481481,,
483,1990-09-30,South Coast,,,0.2352941176470588,,
484,1991-03-31,South Coast,0.4347826086956521,0.3473053892215569,0.3333333333333333,0.25,0.0576347305389221
485,1991-09-30,South Coast,0.6190476190476191,0.6758982035928144,0.35,0.2745098039215686,0.0793413173652694
486,1992-03-31,South Coast,0.75,0.8982035928143712,0.5,0.4242424242424242,0.309880239520958
487,1992-09-30,South Coast,0.7457627118644068,0.8922155688622755,0.5,0.5,0.4401197604790419
488,1993-03-31,South Coast,0.8381818181818181,0.9715568862275448,0.7272727272727273,0.702729044834308,0.8158682634730539
489,1993-09-30,South Coast,0.8364001338240215,0.9700598802395208,0.7878787878787878,0.7272727272727273,0.8547904191616766
490,1994-03-31,South Coast,0.6273148148148149,0.6841317365269461,0.7333333333333333,0.7565656565656566,0.8922155688622755
491,1994-09-30,South Coast,0.5087827426810477,0.5179640718562875,0.6666666666666666,0.6762096774193549,0.7799401197604791
492,1995-03-31,South Coast,0.6923076923076923,0.7971556886227545,0.8333333333333334,0.75,0.8832335329341318
493,1995-09-30,South Coast,0.7,0.8226047904191617,0.8333333333333334,0.819672131147541,0.9595808383233532
494,1996-03-31,South Coast,0.6086956521739131,0.655688622754491,0.75,0.7916666666666666,0.936377245508982
495,1996-09-30,South Coast,0.3934426229508196,0.2455089820359281,0.6904761904761905,0.7142857142857143,0.8330838323353293
496,1997-03-31,South Coast,0.4721362229102167,0.4386227544910179,0.6666666666666666,0.6923076923076923,0.8016467065868264
497,1997-09-30,South Coast,0.3636363636363636,0.1961077844311377,0.5714285714285714,0.5833333333333334,0.5988023952095808
498,1998-03-31,South Coast,0.6899038461538461,0.7889221556886228,0.8421052631578947,0.6899038461538461,0.7964071856287425
499,1998-09-30,South Coast,0.8,0.9498502994011976,0.8461538461538461,0.7964532328939109,0.9416167664670658
500,1999-03-31,South Coast,0.4522727272727272,0.3937125748502994,0.7777777777777778,0.8086080586080586,0.9520958083832336
501,1999-09-30,South Coast,0.2656862745098039,0.0643712574850299,0.627016129032258,0.6666666666666666,0.7597305389221557
502,2000-03-31,South Coast,0.2857142857142857,0.0853293413173652,0.5454545454545454,0.5666666666666667,0.5711077844311377
503,2000-09-30,South Coast,0.4262295081967213,0.3248502994011976,0.5454545454545454,0.509090909090909,0.4640718562874251
504,2001-03-31,South Coast,0.5874007936507937,0.6332335329341318,0.6470588235294118,0.6,0.6332335329341318
505,2001-09-30,South Coast,0.6102430555555556,0.6601796407185628,0.6428571428571429,0.6053620218579234,0.6422155688622755
506,2002-03-31,South Coast,0.4,0.2642215568862275,0.4705882352941176,0.5749158249158249,0.5868263473053892
507,2002-09-30,South Coast,0.2642320085929108,0.061377245508982,0.3870967741935484,0.423728813559322,0.3083832335329341
508,2003-03-31,South Coast,0.4590163934426229,0.4094311377245509,0.4444444444444444,0.4520526960784313,0.3622754491017964
509,2003-09-30,South Coast,0.6153846153846154,0.6699101796407185,0.4827586206896552,0.4705882352941176,0.3839820359281437
510,2004-03-31,South Coast,0.4705882352941176,0.434880239520958,0.4,0.4482758620689655,0.3547904191616766
511,2004-09-30,South Coast,0.3643578643578643,0.2005988023952095,0.3790491118077325,0.3846153846153846,0.2380239520958083
