,date,reservoir_storage,res_percentile,total_storage,capacity,reporting,value_period,month,day,export_basin,SWDI,SWC,snow_pctl
68,1996-09-30,21260230.0,0.7666666666666667,21404481.08412091,29632564.0,1.0,21404481.08412091,9,30,delta_basin,0.7666666666666667,29457.21073216148,0.5
69,1996-10-31,20394139.0,0.7666666666666667,20582589.002500653,29603964.0,1.0,20582589.002500653,10,31,delta_basin,0.7666666666666667,58523.66508854239,0.5
70,1996-11-30,20051019.0,0.8333333333333335,20820540.481589474,29632564.0,1.0,20820540.481589474,11,30,delta_basin,0.8333333333333335,661256.7009920161,0.8
71,1996-12-31,21225508.0,0.9333333333333335,24413718.16577071,29632564.0,1.0,24413718.16577071,12,31,delta_basin,0.9666666666666668,3073603.7726148567,0.9
72,1997-01-31,24221406.0,0.9666666666666668,30859485.344144158,29632564.0,1.0,30859485.344144158,1,31,delta_basin,1.0,6507296.703802949,0.8666666666666667
73,1997-02-28,25069637.0,1.0,34442154.19993456,29632564.0,1.0,34442154.19993456,2,28,delta_basin,1.0,9237154.565773036,0.8
74,1997-03-31,23294383.0,0.8,32123202.752626963,29632564.0,1.0,32123202.752626963,3,31,delta_basin,0.7000000000000001,8703042.540773144,0.5666666666666668
75,1997-04-30,23847648.0,0.7666666666666667,29546106.646926597,29632564.0,1.0,29546106.646926597,4,30,delta_basin,0.6,5569694.099923507,0.46666666666666673
76,1997-05-31,24425540.0,0.6333333333333334,25966512.986175068,29632564.0,1.0,25966512.986175068,5,31,delta_basin,0.5,1409088.131391665,0.4
77,1997-06-30,24399589.0,0.5333333333333333,24564764.3796004,29628364.0,1.0,24564764.3796004,6,30,delta_basin,0.5,29953.181243444524,0.5
78,1997-07-31,22841431.0,0.5333333333333333,22968127.184576564,29628364.0,1.0,22968127.184576564,7,31,delta_basin,0.5333333333333333,109.27717256502076,0.5
79,1997-08-31,20072936.0,0.5333333333333333,20181319.120677643,29632564.0,1.0,20181319.120677643,8,31,delta_basin,0.5333333333333333,,0.5
80,1997-09-30,17907412.0,0.5333333333333333,18006654.00123442,29632564.0,1.0,18006654.00123442,9,30,delta_basin,0.5333333333333333,2551.552173041,0.5
81,1997-10-31,17236265.0,0.5333333333333333,17348749.694937084,29632564.0,1.0,17348749.694937084,10,31,delta_basin,0.5333333333333333,19418.08078921501,0.5
82,1997-11-30,16883881.0,0.5666666666666668,17339753.042536773,29632564.0,1.0,17339753.042536773,11,30,delta_basin,0.5666666666666668,364708.1135564791,0.6
83,1997-12-31,17557947.0,0.5666666666666668,19766339.66528054,29632564.0,1.0,19766339.66528054,12,31,delta_basin,0.5666666666666668,2113589.1403476307,0.6333333333333334
84,1998-01-31,18795684.0,0.6,23621441.297948014,29632564.0,1.0,23621441.297948014,1,31,delta_basin,0.6666666666666667,4724270.655077688,0.5666666666666668
85,1998-02-28,21760726.0,0.8,32497610.943695776,29632564.0,1.0,32497610.943695776,2,28,delta_basin,0.9333333333333335,10619388.659540275,0.9
86,1998-03-31,22896432.0,0.7333333333333334,36602310.83784716,29792564.0,1.0,36602310.83784716,3,31,delta_basin,0.9333333333333335,13705878.837847162,0.9
87,1998-04-30,23382752.0,0.6,38249772.31081277,29792564.0,1.0,38249772.31081277,4,30,delta_basin,0.8666666666666667,14867020.310812773,0.9333333333333335
88,1998-05-31,24573914.0,0.6666666666666667,35813513.18724007,29792564.0,1.0,35813513.18724007,5,31,delta_basin,0.9666666666666668,11239599.187240072,0.9666666666666668
89,1998-06-30,26363091.0,0.8666666666666667,31765155.750744853,29792564.0,1.0,31765155.750744853,6,30,delta_basin,1.0,5402064.750744853,0.5
90,1998-07-31,28489275.0,1.0,28834106.93313891,29792564.0,1.0,28834106.93313891,7,31,delta_basin,1.0,344831.9331389093,0.5
91,1998-08-31,27561888.0,1.0,27561888.0,29792564.0,1.0,27561888.0,8,31,delta_basin,1.0,,0.5
92,1998-09-30,24861186.0,1.0,24887622.898853682,29792564.0,1.0,24887622.898853682,9,30,delta_basin,1.0,26436.898853681956,0.5
93,1998-10-31,23243285.0,1.0,23302429.335245773,29792564.0,1.0,23302429.335245773,10,31,delta_basin,1.0,59144.335245774404,0.5
94,1998-11-30,22724396.0,1.0,23480015.488192398,29792564.0,1.0,23480015.488192398,11,30,delta_basin,1.0,755619.4881923978,0.9333333333333335
95,1998-12-31,22959936.0,1.0,25827649.571565114,29792564.0,1.0,25827649.571565114,12,31,delta_basin,1.0,2867713.5715651144,0.8666666666666667
96,1999-01-31,22220002.0,0.9333333333333335,26097448.245103836,29792564.0,1.0,26097448.245103836,1,31,delta_basin,0.9,3877446.245103835,0.46666666666666673
97,1999-02-28,22963094.0,0.9333333333333335,31019964.34809398,29792564.0,1.0,31019964.34809398,2,28,delta_basin,0.8666666666666667,8056870.348093978,0.7000000000000001
98,1999-03-31,23599727.0,0.8666666666666667,33757779.22603396,29792564.0,1.0,33757779.22603396,3,31,delta_basin,0.8,10158052.226033963,0.7666666666666667
99,1999-04-30,24083435.0,0.8,34505037.32228709,29792564.0,1.0,34505037.32228709,4,30,delta_basin,0.7666666666666667,10421602.32228709,0.7000000000000001
100,1999-05-31,25087780.0,0.7333333333333334,30526606.5839987,29792564.0,1.0,30526606.5839987,5,31,delta_basin,0.7666666666666667,5438826.583998698,0.6666666666666667
101,1999-06-30,26121596.0,0.8,26665374.405083276,29792564.0,1.0,26665374.405083276,6,30,delta_basin,0.7333333333333334,543778.4050832748,0.5
102,1999-07-31,25275803.0,0.7333333333333334,25275988.336316135,29792564.0,1.0,25275988.336316135,7,31,delta_basin,0.7333333333333334,185.33631613324627,0.5
103,1999-08-31,22454750.0,0.7333333333333334,22489067.52716869,29792564.0,1.0,22489067.52716869,8,31,delta_basin,0.7333333333333334,34317.527168692424,0.5
104,1999-09-30,20406330.0,0.7333333333333334,20406330.0,29792564.0,1.0,20406330.0,9,30,delta_basin,0.7333333333333334,,0.5
105,1999-10-31,19657953.0,0.7333333333333334,19660573.54169376,29792564.0,1.0,19660573.54169376,10,31,delta_basin,0.7333333333333334,2620.5416937598743,0.5
106,1999-11-30,18976963.0,0.7333333333333334,19222325.299995843,29792564.0,1.0,19222325.299995843,11,30,delta_basin,0.7333333333333334,245362.2999958436,0.4
107,1999-12-31,19203571.0,0.7666666666666667,20073081.81642042,29792564.0,1.0,20073081.81642042,12,31,delta_basin,0.6666666666666667,869510.8164204194,0.16666666666666669
