,date,reservoir_storage,res_percentile,total_storage,capacity,reporting,value_period,month,day,export_basin,SWDI,SWC,snow_pctl
25,1993-02-28,14763877.0,0.23333333333333336,26534634.626939435,29632564.0,1.0,26534634.626939435,2,28,delta_basin,0.6,11691040.585916594,0.9666666666666668
26,1993-03-31,17688901.0,0.23333333333333336,31592549.51888161,29632564.0,1.0,31592549.51888161,3,31,delta_basin,0.6333333333333334,13808137.912374528,0.9333333333333335
27,1993-04-30,20303853.0,0.33333333333333337,32928655.26137059,29632564.0,1.0,32928655.26137059,4,30,delta_basin,0.7333333333333334,12515172.31237259,0.8
28,1993-05-31,22483044.0,0.3666666666666667,28662848.873616956,29631844.0,1.0,28662848.873616956,5,31,delta_basin,0.6333333333333334,6057859.211656803,0.7666666666666667
29,1993-06-30,24452789.0,0.5666666666666668,25658487.601685494,29632564.0,1.0,25658487.601685494,6,30,delta_basin,0.6333333333333334,1073666.6168731083,0.5
30,1993-07-31,24767863.0,0.7000000000000001,24928906.31966409,29632564.0,1.0,24928906.31966409,7,31,delta_basin,0.7000000000000001,27310.103733131255,0.5
31,1993-08-31,22237010.0,0.7000000000000001,22450308.135173555,29632564.0,1.0,22450308.135173555,8,31,delta_basin,0.7000000000000001,93230.17210427576,0.5
32,1993-09-30,19892046.0,0.7000000000000001,20123570.8555721,29632564.0,1.0,20123570.8555721,9,30,delta_basin,0.7000000000000001,124118.44416605428,0.5
33,1993-10-31,19015632.0,0.7000000000000001,19123784.398878396,29632564.0,1.0,19123784.398878396,10,31,delta_basin,0.7000000000000001,5478.154422194763,0.5
34,1993-11-30,18680746.0,0.7000000000000001,18890973.16113233,29632564.0,1.0,18890973.16113233,11,30,delta_basin,0.6666666666666667,109361.12200051456,0.2
35,1993-12-31,18411910.0,0.6666666666666667,19992658.195753466,29632564.0,1.0,19992658.195753466,12,31,delta_basin,0.6333333333333334,1481333.7272653535,0.46666666666666673
36,1994-01-31,18638377.0,0.5666666666666668,20907328.445924237,29632564.0,1.0,20907328.445924237,1,31,delta_basin,0.3666666666666667,2168314.176736193,0.23333333333333336
37,1994-02-28,18764594.0,0.33333333333333337,23074845.746938556,29632564.0,1.0,23074845.746938556,2,28,delta_basin,0.26666666666666666,4208932.97344329,0.3
38,1994-03-31,19349665.0,0.33333333333333337,24829623.532499447,29632564.0,1.0,24829623.532499447,3,31,delta_basin,0.33333333333333337,5375480.688462732,0.3
39,1994-04-30,19890319.0,0.26666666666666666,22845171.911362316,29632564.0,1.0,22845171.911362316,4,30,delta_basin,0.16666666666666669,2847455.824832781,0.16666666666666669
40,1994-05-31,19934967.0,0.23333333333333336,20689986.672468647,29631844.0,1.0,20689986.672468647,5,31,delta_basin,0.23333333333333336,646894.5117044357,0.23333333333333336
41,1994-06-30,19934233.0,0.2,20049185.749178708,29632564.0,1.0,20049185.749178708,6,30,delta_basin,0.2,7318.550531570106,0.5
42,1994-07-31,17852988.0,0.2,17964166.600582067,29632564.0,1.0,17964166.600582067,7,31,delta_basin,0.2,14782.012018214691,0.5
43,1994-08-31,14912411.0,0.2,14997531.851930335,29632564.0,1.0,14997531.851930335,8,31,delta_basin,0.2,4601.806733977624,0.5
44,1994-09-30,12871561.0,0.2,12944218.071562998,29632564.0,1.0,12944218.071562998,9,30,delta_basin,0.2,3157.5250505864924,0.5
45,1994-10-31,12136209.0,0.2,12284446.74564125,29603244.0,1.0,12284446.74564125,10,31,delta_basin,0.2,70623.7149667748,0.5
46,1994-11-30,11765746.0,0.2,13116734.089595491,29437690.0,1.0,13116734.089595491,11,30,delta_basin,0.23333333333333336,1209150.9635844473,0.9666666666666668
47,1994-12-31,12234341.0,0.2,16324194.787828084,29603244.0,1.0,16324194.787828084,12,31,delta_basin,0.33333333333333337,4011612.178965218,1.0
48,1995-01-31,13314798.0,0.26666666666666666,22050073.388765015,29603964.0,1.0,22050073.388765015,1,31,delta_basin,0.5,8650449.893679291,1.0
49,1995-02-28,20171763.0,0.5333333333333333,31581605.557732154,29632564.0,1.0,31581605.557732154,2,28,delta_basin,0.9,11300925.824100867,0.9333333333333335
50,1995-03-31,20577660.0,0.5,34382046.77002381,29632564.0,1.0,34382046.77002381,3,31,delta_basin,0.8666666666666667,13693278.409640282,0.8666666666666667
51,1995-04-30,23471163.0,0.6666666666666667,38869904.83462858,29632564.0,1.0,38869904.83462858,4,30,delta_basin,0.9333333333333335,15272010.105305392,1.0
52,1995-05-31,24596094.0,0.7000000000000001,37448578.63628569,29632564.0,1.0,37448578.63628569,5,31,delta_basin,1.0,12719678.88110366,1.0
53,1995-06-30,25884615.0,0.7000000000000001,31108475.29250597,29632564.0,1.0,31108475.29250597,6,30,delta_basin,0.9666666666666668,5084097.2129425565,0.5
54,1995-07-31,27194490.0,0.9,27977235.549242754,29632564.0,1.0,27977235.549242754,7,31,delta_basin,0.9666666666666668,635909.8451167098,0.5
55,1995-08-31,26349839.0,0.9333333333333335,26532999.80602401,29632564.0,1.0,26532999.80602401,8,31,delta_basin,0.9333333333333335,40885.76563263827,0.5
56,1995-09-30,24114043.0,0.9333333333333335,24246087.99552377,29632564.0,1.0,24246087.99552377,9,30,delta_basin,0.9333333333333335,1842.0579716883547,0.5
57,1995-10-31,22358867.0,0.9333333333333335,22482425.350579865,29632564.0,1.0,22482425.350579865,10,31,delta_basin,0.9333333333333335,2832.4248719187904,0.5
58,1995-11-30,21385205.0,0.9333333333333335,21505577.44157153,29632564.0,1.0,21505577.44157153,11,30,delta_basin,0.9333333333333335,4903.770011416953,0.03333333333333333
59,1995-12-31,20767864.0,0.8666666666666667,21634944.913617324,29632564.0,1.0,21634944.913617324,12,31,delta_basin,0.8,754945.5533427309,0.13333333333333333
60,1996-01-31,21217821.0,0.8333333333333335,23867176.07237654,29632564.0,1.0,23867176.07237654,1,31,delta_basin,0.7000000000000001,2534790.1849101726,0.3666666666666667
61,1996-02-29,22926777.0,0.9,29031759.72727972,29632564.0,1.0,29031759.72727972,2,29,delta_basin,0.7333333333333334,5981190.391253717,0.5
62,1996-03-31,24298936.0,0.9333333333333335,33108450.523792982,29632564.0,1.0,33108450.523792982,3,31,delta_basin,0.7666666666666667,8678313.262909854,0.5333333333333333
63,1996-04-30,24966888.0,0.9666666666666668,32886850.962604158,29632564.0,1.0,32886850.962604158,4,30,delta_basin,0.7000000000000001,7785155.118099036,0.6666666666666667
64,1996-05-31,26143709.0,0.9666666666666668,28949684.860506352,29632564.0,1.0,28949684.860506352,5,31,delta_basin,0.6666666666666667,2664813.811889836,0.6
65,1996-06-30,27456932.0,0.9666666666666668,27829238.411444485,29631844.0,1.0,27829238.411444485,6,30,delta_basin,0.7666666666666667,223382.9049951407,0.5
66,1996-07-31,26480263.0,0.7666666666666667,26623242.260248963,29632564.0,1.0,26623242.260248963,7,31,delta_basin,0.7666666666666667,,0.5
67,1996-08-31,23805817.0,0.7666666666666667,23934355.68197163,29632564.0,1.0,23934355.68197163,8,31,delta_basin,0.7666666666666667,,0.5
