,date,HR_NAME,stn_id,year,semester,Unnamed: 0_x,wlm_rpe,wlm_gse,gwe,gse_gwe,Unnamed: 0_y,latitude,longitude,gse,rpe,well_depth,index_right,OBJECTID,Shape__Are,Shape__Len,month,day,gwchange,pctl_gwchange,half_gwchange,cumgwchange,pctl_cumgwchange,pctl_gwelev,reporting,stat,pctl_gwchange_corr,pctl_cumgwchange_corr,reporting2
477,2013-09-30,South Coast,47328.5,2013.0,2.0,247137.25,680.5640000000001,680.319,567.1374999999999,-89.375,6717.5,34.03721,-117.909815,679.5,680.1800000000001,380.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,-4.299999999999997,0.23529411764705885,-2.1499999999999986,-1.264999999999997,0.625,0.5714285714285715,1.0,median,0.04565868263473054,0.6654191616766467,1062
487,2014-03-31,South Coast,47342.0,2014.0,1.0,245536.5,688.12,685.5,576.5699999999999,-93.675,6699.0,34.03047,-117.90578,682.53,687.18,389.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,-3.8400000000000016,0.25,-1.9200000000000008,-2.3999999999999986,0.5454545454545455,0.4444444444444444,1.0,median,0.05538922155688623,0.5284431137724551,1079
497,2014-09-30,South Coast,47344.0,2014.0,2.0,245436.5,686.73,682.53,568.47,-97.65,6696.0,34.0302,-117.91102,680.59,683.43,375.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,-3.894999999999996,0.28759398496240607,-1.947499999999998,-3.6812500000000004,0.456439393939394,0.41666666666666674,1.0,median,0.09431137724550898,0.3592814371257485,1081
507,2015-03-31,South Coast,47928.0,2015.0,1.0,245300.0,683.426,682.426,574.18,-87.45,6693.0,34.02914,-117.89784,680.59,683.43,375.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,-2.0,0.375,-1.0,-4.0,0.41666666666666674,0.34615384615384615,1.0,median,0.22080838323353294,0.2994011976047904,1105
517,2015-09-30,South Coast,47942.5,2015.0,2.0,244784.25,664.9065,664.0,547.3824999999999,-94.775,6683.5,34.027924999999996,-117.90181,661.7149999999999,663.015,374.5,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,-1.6425000000000018,0.42365967365967366,-0.8212500000000009,-4.9224999999999985,0.4,0.3846153846153846,1.0,median,0.3188622754491018,0.27020958083832336,1108
527,2016-03-31,South Coast,47944.0,2016.0,1.0,244738.0,680.0,680.0,556.81,-91.245,6682.0,34.0276,-117.89784,675.89,679.0,375.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,-1.5974999999999984,0.4375,-0.7987499999999992,-4.956249999999999,0.3603896103896104,0.28571428571428575,1.0,median,0.3562874251497006,0.19461077844311378,1119
537,2016-09-30,South Coast,47940.5,2016.0,2.0,245273.0,663.54,662.0899999999999,544.3865000000001,-98.05,6692.5,34.02903,-117.90578,659.71,661.8499999999999,380.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,-2.25,0.38888888888888884,-1.125,-5.75,0.2692307692307692,0.23529411764705885,1.0,median,0.23802395209580837,0.10029940119760479,1102
547,2017-03-31,South Coast,47940.5,2017.0,1.0,245809.0,663.54,662.0899999999999,542.1845,-85.80000000000001,6707.5,34.032,-117.92365,659.71,661.8499999999999,375.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,1.8999999999999773,0.7203389830508475,0.9499999999999886,-4.599999999999994,0.375,0.4444444444444444,1.0,median,0.8517964071856288,0.2275449101796407,1126
557,2017-09-30,South Coast,48073.5,2017.0,2.0,245748.25,682.097,681.508,559.49,-89.74000000000001,6706.0,34.031620000000004,-117.912925,680.024,680.5640000000001,375.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,1.5999999999999943,0.7000000000000001,0.7999999999999972,-2.75,0.4444444444444444,0.4,1.0,median,0.8166167664670658,0.344311377245509,1116
567,2018-03-31,South Coast,48069.0,2018.0,1.0,245875.0,683.426,682.426,558.92,-85.7,6710.0,34.0334,-117.91102,680.59,682.61,380.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,-0.9200000000000017,0.46153846153846156,-0.46000000000000085,-3.8499999999999943,0.375,0.3333333333333333,1.0,median,0.42664670658682635,0.2275449101796407,1141
577,2018-09-30,South Coast,48077.0,2018.0,2.0,245422.0,680.768,680.59,550.74,-92.12,6696.0,34.03036,-117.90578,680.0,680.36,390.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,-1.5,0.44,-0.75,-4.2825000000000015,0.3333333333333333,0.3,1.0,median,0.36227544910179643,0.1437125748502994,1107
587,2019-03-31,South Coast,48079.0,2019.0,1.0,247378.0,664.813,663.0,548.526,-79.85,6719.0,34.0376,-117.93739,661.4,663.0,380.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,1.700000000000002,0.7058823529411765,0.850000000000001,-2.797500000000003,0.4,0.5,1.0,median,0.8293413173652695,0.27020958083832336,1161
597,2019-09-30,South Coast,48081.0,2019.0,2.0,247337.5,660.0,660.0,558.106,-84.985,6718.0,34.03722,-117.9394,653.0,658.8,375.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,3.5,0.8,1.75,-0.5174999999999983,0.5555555555555556,0.6,1.0,median,0.9491017964071856,0.5501497005988024,1137
607,2020-03-31,South Coast,48163.0,2020.0,1.0,258002.0,571.613,570.0,503.29,-80.8,6847.0,34.05561,-118.04286,561.0,568.38,380.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,2.3225000000000007,0.7058823529411765,1.1612500000000003,-0.17624999999999957,0.6363636363636365,0.6666666666666667,1.0,median,0.8293413173652695,0.6916167664670658,1227
617,2020-09-30,South Coast,48150.0,2020.0,2.0,260930.0,565.11,561.0,500.2,-83.5,6873.0,34.0632,-118.0435,555.6,560.0,380.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,1.0,0.6470588235294119,0.5,-0.1349999999999998,0.6666666666666666,0.7000000000000001,1.0,median,0.717814371257485,0.7365269461077845,1221
627,2021-03-31,South Coast,48181.0,2021.0,1.0,253378.5,600.246,598.996,519.113,-82.89,6782.0,34.04981,-118.0006,596.25,597.5,378.5,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,-0.9575000000000014,0.41666666666666674,-0.4787500000000007,-0.9412500000000024,0.5714285714285715,0.5,1.0,median,0.30389221556886226,0.5755988023952096,1255
637,2021-09-30,South Coast,48165.0,2021.0,2.0,254007.5,622.159,621.4490000000001,524.6,-92.05,6803.5,34.0537,-117.978445,616.825,620.2175,380.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,-2.2950000000000017,0.34615384615384615,-1.1475000000000009,-2.5549999999999997,0.4541666666666667,0.4,1.0,median,0.18113772455089822,0.3532934131736527,1206
647,2022-03-31,South Coast,48190.0,2022.0,1.0,253627.0,660.0,659.3,538.3499999999999,-88.15,6797.0,34.0517,-117.97729,657.0,659.0,380.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,-0.6999999999999993,0.4444444444444444,-0.34999999999999964,-2.787500000000005,0.4444444444444444,0.4,1.0,median,0.38023952095808383,0.344311377245509,1245
657,2022-09-30,South Coast,48192.0,2022.0,2.0,253889.5,660.0,659.3,535.0,-95.45,6803.0,34.05365,-117.97729,659.0,659.0,375.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,-0.9500000000000002,0.44680851063829785,-0.4750000000000001,-2.8625000000000007,0.4,0.33333333333333337,1.0,median,0.39595808383233533,0.27020958083832336,1213
667,2023-03-31,South Coast,48213.0,2023.0,1.0,263902.0,597.5,596.25,521.8,-71.76,6884.0,34.06662,-118.04286,596.25,597.5,370.5,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,2.5450000000000017,0.7222222222222222,1.2725000000000009,-0.4924999999999926,0.553639846743295,0.6923076923076923,1.0,median,0.8577844311377245,0.5396706586826348,1219
677,2023-09-30,South Coast,48172.5,2023.0,2.0,266706.5,599.75,600.905,527.55,-62.09,6918.5,34.071385,-118.016175,596.25,597.5,370.0,9.0,21.0,41239235400.10008,1525711.840890078,9.0,30.0,5.364999999999998,0.8823529411764708,2.682499999999999,2.19,0.75,0.8620689655172413,1.0,median,0.9925149700598802,0.8667664670658682,1174
686,2024-03-31,South Coast,49038.0,2024.0,1.0,38794.0,481.9,481.9,456.4,-25.46,2095.0,33.31043,-117.33278,481.9,481.9,190.0,9.0,21.0,41239235400.10008,1525711.840890078,3.0,31.0,3.1099999999999994,0.7962962962962963,1.5549999999999997,-0.2609999999999999,0.592809364548495,0.4,1.0,median,0.9431137724550899,0.6017964071856288,11
8,1990-03-31,South Lahontan,23305.5,1990.0,1.0,1072445.0,2464.6499999999996,2464.6499999999996,2255.6549999999997,-99.95,15954.0,34.94731,-118.05741,2464.6499999999996,2464.6499999999996,199.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,,,,,,0.5400641025641026,1.0,median,,,326
18,1990-09-30,South Lahontan,26237.0,1990.0,2.0,1813698.0,3832.63,3832.63,3814.91,-36.29,32250.0,36.8254,-118.1954,3832.63,3832.63,128.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,,,,,,0.4833333333333334,1.0,median,,,219
28,1991-03-31,South Lahontan,21495.0,1991.0,1.0,1083349.0,2620.82,2620.82,2438.19,-87.77,16529.0,35.0366,-118.1318,2618.0,2618.0,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.17999999999999994,0.5,-0.08999999999999997,-0.08999999999999997,0.46666666666666673,0.68,1.0,median,0.49925149700598803,0.37574850299401197,363
38,1991-09-30,South Lahontan,26757.0,1991.0,2.0,1061349.0,2342.76,2342.76,2233.25,-72.15,15459.0,34.9089,-117.8199,2342.74,2342.74,135.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.054999999999999716,0.55,-0.027499999999999858,-0.17000000000000004,0.5,0.6666666666666667,1.0,median,0.5755988023952096,0.4408682634730539,313
48,1992-03-31,South Lahontan,20710.0,1992.0,1.0,1031820.0,2388.275,2388.275,2235.45,-93.17,14741.5,34.870000000000005,-117.87209999999999,2388.275,2388.275,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.24500000000000455,0.5555555555555556,-0.12250000000000227,-0.17375000000000096,0.6,0.6,1.0,median,0.5845808383233533,0.6205089820359282,508
58,1992-09-30,South Lahontan,26060.5,1992.0,2.0,1044270.5,2340.62,2340.62,2229.1075,-78.745,15034.5,34.887575,-117.36592,2339.335,2339.335,198.5,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.6125000000000025,0.5,-0.30625000000000124,-0.44875,0.6666666666666667,0.5847701149425287,1.0,median,0.49925149700598803,0.7529940119760479,454
68,1993-03-31,South Lahontan,17180.0,1993.0,1.0,1044375.0,2352.67,2352.67,2208.79,-90.83000000000001,15041.0,34.8878,-117.4354,2352.67,2352.67,210.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,0.3200000000000074,0.6833333333333335,0.1600000000000037,0.005000000000000782,0.6666666666666667,0.7666666666666667,1.0,median,0.7769461077844312,0.7529940119760479,669
78,1993-09-30,South Lahontan,18645.0,1993.0,2.0,1059553.0,2407.42,2407.42,2291.48,-64.91,15356.0,34.90462,-117.25435,2407.42,2407.42,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,1.5024999999999977,0.8181818181818183,0.7512499999999989,0.9687500000000004,0.7669683257918551,0.8,1.0,median,0.9633233532934131,0.8997005988023952,455
88,1994-03-31,South Lahontan,16507.0,1994.0,1.0,1037380.0,2435.83,2435.83,2286.49,-83.75999999999999,14891.0,34.8791,-117.3246,2433.0,2433.0,227.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.01999999999999602,0.6,-0.00999999999999801,0.7575000000000012,0.7142857142857143,0.7142857142857143,1.0,median,0.6467065868263473,0.8151197604790419,633
98,1994-09-30,South Lahontan,16668.5,1994.0,2.0,1058191.0,2400.37,2400.37,2279.255,-68.75999999999999,15346.0,34.903795,-117.19454999999999,2400.075,2400.075,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.9949999999999992,0.33333333333333337,-0.4974999999999996,0.3124999999999858,0.6666666666666667,0.6551724137931033,1.0,median,0.16541916167664672,0.7529940119760479,480
108,1995-03-31,South Lahontan,16528.5,1995.0,1.0,1045677.0,2399.98,2399.98,2273.8549999999996,-78.71000000000001,15097.5,34.89146,-117.31845000000001,2399.98,2399.98,211.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,0.4750000000000014,0.6904761904761906,0.2375000000000007,0.5524999999999984,0.7333333333333334,0.7543103448275862,1.0,median,0.7934131736526946,0.8398203592814372,620
118,1995-09-30,South Lahontan,16526.5,1995.0,2.0,1048977.0,2407.06,2407.06,2311.98,-55.5925,15185.0,34.89565,-117.25370000000001,2407.06,2407.06,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,1.0999999999999996,0.7777777777777779,0.5499999999999998,1.1999999999999957,0.8333333333333335,0.8136574074074074,1.0,median,0.9266467065868264,0.9558383233532934,526
128,1996-03-31,South Lahontan,12554.5,1996.0,1.0,1029641.0,2444.4,2444.4,2294.6000000000004,-70.83,14584.5,34.862899999999996,-117.34815499999999,2442.79,2442.79,212.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.28999999999999915,0.5294117647058824,-0.14499999999999957,0.8725000000000005,0.7857142857142857,0.75,1.0,median,0.5486526946107785,0.9184131736526946,708
138,1996-09-30,South Lahontan,12713.5,1996.0,2.0,1042572.25,2408.585,2408.585,2279.38,-58.302499999999995,14950.5,34.882495000000006,-117.282955,2408.585,2408.585,212.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-1.5625000000000007,0.31689016602809705,-0.7812500000000003,0.4537499999999959,0.75,0.6809090909090909,1.0,median,0.1317365269461078,0.8667664670658682,442
148,1997-03-31,South Lahontan,12488.5,1997.0,1.0,1024573.0,2439.295,2439.295,2247.33,-74.19,14438.5,34.85125,-117.61083500000001,2437.3,2437.3,218.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.9699999999999993,0.36754385964912284,-0.48499999999999965,-0.01624999999999943,0.6923076923076923,0.6428571428571429,1.0,median,0.20209580838323354,0.782185628742515,626
158,1997-09-30,South Lahontan,13818.0,1997.0,2.0,1035041.0,2379.3549999999996,2379.3549999999996,2257.21,-59.935,14856.0,34.87661,-117.34190000000001,2380.272,2380.272,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-1.0424999999999978,0.375,-0.5212499999999989,-0.49999999999999845,0.648529411764706,0.5833333333333334,1.0,median,0.22080838323353294,0.7110778443113772,484
168,1998-03-31,South Lahontan,12029.5,1998.0,1.0,1023432.75,2417.285,2417.285,2263.614,-72.405,14390.0,34.84778,-117.35249999999999,2415.885,2415.885,213.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,0.21999999999999975,0.6666666666666667,0.10999999999999988,0.21500000000000175,0.6666666666666667,0.7142857142857143,1.0,median,0.7552395209580839,0.7529940119760479,686
178,1998-09-30,South Lahontan,11941.0,1998.0,2.0,1029764.5,2458.425,2458.425,2392.99,-54.49,14587.0,34.86361,-117.33561,2458.425,2458.425,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,0.8500000000000005,0.8,0.42500000000000027,1.1287500000000001,0.7623529411764706,0.8,1.0,median,0.9491017964071856,0.8884730538922155,451
188,1999-03-31,South Lahontan,15527.0,1999.0,1.0,1031440.0,2399.98,2399.98,2260.8500000000004,-73.67,14716.0,34.8686,-117.35575,2399.98,2399.98,219.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.25,0.5714285714285715,-0.125,0.8550000000000009,0.7407407407407408,0.6666666666666667,1.0,median,0.6197604790419161,0.8517964071856288,611
198,1999-09-30,South Lahontan,16535.0,1999.0,2.0,1036819.5,2390.75,2390.75,2263.598,-61.79,14877.0,34.87817,-117.34588,2390.75,2390.75,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-1.0,0.35714285714285715,-0.5,0.05000000000001137,0.6785714285714286,0.6666666666666667,1.0,median,0.19461077844311378,0.7694610778443114,501
208,2000-03-31,South Lahontan,17176.0,2000.0,1.0,1030329.0,2511.336,2511.336,2438.1059999999998,-60.95,14645.0,34.86505,-117.33285,2511.336,2511.336,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-1.2950000000000017,0.3920807453416149,-0.6475000000000009,-0.197499999999998,0.6479166666666667,0.6,1.0,median,0.24550898203592814,0.7095808383233533,517
218,2000-09-30,South Lahontan,27623.0,2000.0,2.0,1043672.0,2449.801,2449.301,2382.3540000000003,-53.425,14982.5,34.884005,-117.24643499999999,2449.301,2449.801,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-1.8900000000000006,0.2884615384615385,-0.9450000000000003,-1.1950000000000003,0.611111111111111,0.5435606060606062,1.0,median,0.09580838323353294,0.6437125748502994,284
228,2001-03-31,South Lahontan,28109.0,2001.0,1.0,1044515.25,2455.7435,2455.7435,2384.8445,-56.730000000000004,15048.0,34.888035,-117.25713999999999,2455.7435,2455.7435,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-1.1800000000000068,0.44642857142857145,-0.5900000000000034,-1.1599999999999966,0.5833333333333334,0.5086206896551724,1.0,median,0.3929640718562874,0.5845808383233533,296
238,2001-09-30,South Lahontan,27623.0,2001.0,2.0,1043666.0,2451.6459999999997,2451.6459999999997,2383.1955,-58.129999999999995,14982.5,34.884005,-117.24212,2451.6459999999997,2451.6459999999997,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-1.3500000000000085,0.41071428571428575,-0.6750000000000043,-1.5750000000000002,0.5217391304347826,0.47809523809523813,1.0,median,0.2874251497005988,0.4962574850299401,278
248,2002-03-31,South Lahontan,26857.5,2002.0,1.0,1036586.5,2542.2219999999998,2542.2219999999998,2487.3155,-67.005,14876.5,34.87817,-117.259875,2542.2219999999998,2542.2219999999998,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-1.0,0.39655172413793105,-0.5,-0.9999999999999996,0.5185185185185186,0.5,1.0,median,0.25748502994011974,0.4865269461077844,392
258,2002-09-30,South Lahontan,28031.0,2002.0,2.0,1046025.0,2476.232,2476.232,2433.066,-61.035,15099.0,34.89146,-117.25245,2476.232,2476.232,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-1.5949999999999704,0.3076923076923077,-0.7974999999999852,-3.0325000000000006,0.39285714285714285,0.3448275862068965,1.0,median,0.11976047904191617,0.25299401197604793,277
268,2003-03-31,South Lahontan,26953.0,2003.0,1.0,1045452.0,2453.062,2453.062,2382.602,-68.08,15097.0,34.89146,-117.2501,2453.062,2453.062,203.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-1.3500000000000085,0.33333333333333337,-0.6750000000000043,-2.6625,0.3666666666666667,0.3636363636363637,1.0,median,0.16541916167664672,0.21107784431137724,307
278,2003-09-30,South Lahontan,27235.0,2003.0,2.0,1043469.5,2453.062,2453.062,2382.8869999999997,-62.59,14965.0,34.8834,-117.2491,2453.062,2453.062,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.9874999999999989,0.3954816285998014,-0.49374999999999947,-4.304999999999995,0.33333333333333337,0.28571428571428575,1.0,median,0.25299401197604793,0.1631736526946108,279
288,2004-03-31,South Lahontan,26990.5,2004.0,1.0,1034240.0,2544.1274999999996,2544.1274999999996,2495.818,-72.8975,14797.5,34.87382,-117.2534,2544.1274999999996,2544.1274999999996,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.6975000000000051,0.5,-0.34875000000000256,-2.1350000000000033,0.39642857142857146,0.3636363636363637,1.0,median,0.49925149700598803,0.2559880239520958,448
298,2004-09-30,South Lahontan,27831.0,2004.0,2.0,1047628.5,2511.336,2511.336,2437.792,-57.61,15155.0,34.89471,-117.27702,2511.336,2511.336,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.6649999999999991,0.46052631578947373,-0.3324999999999996,-4.117499999999993,0.3,0.2413793103448276,1.0,median,0.4221556886227545,0.1220059880239521,283
308,2005-03-31,South Lahontan,24824.5,2005.0,1.0,1035324.25,2402.4049999999997,2402.4049999999997,2293.1899999999996,-93.905,14873.0,34.87729,-117.355605,2402.14,2402.14,230.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,0.5050000000000239,0.7115384615384616,0.25250000000001194,-0.8624999999999989,0.5,0.5714285714285715,1.0,median,0.8353293413173652,0.4408682634730539,694
318,2005-09-30,South Lahontan,25911.5,2005.0,2.0,1038484.5,2380.272,2380.272,2241.9125,-56.962500000000006,14908.5,34.879545,-117.36592,2380.272,2380.272,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,1.0749999999999993,0.7777777777777777,0.5374999999999996,-0.3250000000000002,0.5555555555555556,0.5594117647058825,1.0,median,0.9244011976047904,0.5501497005988024,426
328,2006-03-31,South Lahontan,25654.0,2006.0,1.0,1020395.0,2475.1,2475.1,2377.367,-78.95,14141.5,34.8228,-117.36592,2475.1,2475.1,220.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.009999999999999787,0.6545454545454545,-0.004999999999999893,-0.6600000000000001,0.5666666666666668,0.6153846153846154,1.0,median,0.7290419161676647,0.5651197604790419,736
338,2006-09-30,South Lahontan,25928.0,2006.0,2.0,1043146.0,2474.919,2474.919,2414.526,-46.99,14964.0,34.8834,-117.35041,2474.919,2474.919,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,0.2549999999999999,0.689655172413793,0.12749999999999995,0.2574999999999985,0.6538461538461539,0.7333333333333334,1.0,median,0.7896706586826348,0.7238023952095808,407
348,2007-03-31,South Lahontan,25588.0,2007.0,1.0,1026553.5,2399.98,2399.98,2242.06,-77.9,14507.0,34.85674,-117.83103,2399.98,2399.98,218.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.30000000000000515,0.5597147950089127,-0.15000000000000258,-0.2999999999999987,0.5416666666666667,0.5333333333333333,1.0,median,0.594311377245509,0.5202095808383234,575
358,2007-09-30,South Lahontan,25925.0,2007.0,2.0,1036974.0,2398.229,2398.229,2257.0,-62.08,14880.0,34.87817,-117.35834,2398.229,2398.229,200.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-1.8449999999999989,0.2272727272727273,-0.9224999999999994,-0.8825000000000021,0.5,0.4827586206896552,1.0,median,0.0374251497005988,0.4408682634730539,439
368,2008-03-31,South Lahontan,25802.5,2008.0,1.0,1021087.0,2446.7650000000003,2446.566,2303.2235,-82.93,14169.5,34.825649999999996,-117.34574,2446.15,2446.15,210.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.8599999999999994,0.43,-0.4299999999999997,-1.2000000000000028,0.5,0.5,1.0,median,0.34281437125748504,0.4408682634730539,734
378,2008-09-30,South Lahontan,27612.0,2008.0,2.0,1040289.5,2502.094,2502.094,2419.86,-59.7,14915.0,34.88076,-117.28069,2502.094,2502.094,201.5,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.4349999999999987,0.5,-0.21749999999999936,-1.2399999999999949,0.48148148148148145,0.5,1.0,median,0.49925149700598803,0.39895209580838326,373
388,2009-03-31,South Lahontan,25927.0,2009.0,1.0,1021705.0,2489.648,2489.648,2383.842,-76.72,14228.0,34.8336,-117.348,2489.648,2489.648,241.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.5200000000000102,0.5,-0.2600000000000051,-1.2000000000000002,0.45833333333333337,0.4230769230769231,1.0,median,0.49925149700598803,0.3615269461077844,557
398,2009-09-30,South Lahontan,29096.0,2009.0,2.0,1030788.0,2586.542,2586.542,2503.8720000000003,-64.96000000000001,14673.5,34.86611,-117.26826,2586.542,2586.542,227.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.4299999999999784,0.5,-0.2149999999999892,-1.6900000000000261,0.44,0.4642857142857143,1.0,median,0.49925149700598803,0.33607784431137727,412
408,2010-03-31,South Lahontan,27294.0,2010.0,1.0,1009765.75,2482.0730000000003,2482.0730000000003,2374.8559999999998,-80.435,13970.5,34.810545000000005,-117.33756,2482.0730000000003,2482.0730000000003,220.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.1599999999999966,0.6,-0.0799999999999983,-1.5449999999999955,0.4285714285714286,0.4285714285714286,1.0,median,0.6467065868263473,0.312874251497006,770
418,2010-09-30,South Lahontan,26914.5,2010.0,2.0,1040467.75,2402.125,2402.125,2307.5950000000003,-77.775,14917.5,34.88081,-117.26061,2402.125,2402.125,205.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.11999999999999922,0.6166666666666667,-0.05999999999999961,-0.2724999999999991,0.47500000000000003,0.5,1.0,median,0.6706586826347305,0.3847305389221557,548
428,2011-03-31,South Lahontan,29766.0,2011.0,1.0,1028956.0,2595.017,2595.017,2526.115,-46.985,14552.0,34.86056,-117.27702,2595.017,2595.017,240.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,0.8649999999999975,0.7946998722860792,0.4324999999999988,0.23499999999999988,0.5527777777777778,0.6551724137931033,1.0,median,0.9416167664670658,0.5374251497005988,481
438,2011-09-30,South Lahontan,38319.0,2011.0,2.0,1047246.75,2594.6369999999997,2594.6369999999997,2523.995,-44.7,15143.0,34.893755,-117.28215,2594.6369999999997,2594.6369999999997,205.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,0.8900000000000006,0.75,0.4450000000000003,1.1225000000000005,0.6666666666666667,0.7241379310344828,1.0,median,0.8937125748502994,0.7529940119760479,484
448,2012-03-31,South Lahontan,30649.5,2012.0,1.0,1034222.0,2572.0835,2572.0835,2502.3665,-59.207499999999996,14797.5,34.87382,-117.274445,2572.0835,2572.0835,218.0,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.3974999999999884,0.5889328063241106,-0.1987499999999942,0.045000000000001705,0.6583333333333333,0.6428571428571429,1.0,median,0.6377245508982036,0.7290419161676647,656
458,2012-09-30,South Lahontan,38319.0,2012.0,2.0,1046352.5,2600.4610000000002,2600.4610000000002,2524.8475,-50.2825,15122.5,34.89256,-117.278855,2600.4610000000002,2600.4610000000002,205.0,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-0.7999999999999972,0.41666666666666674,-0.3999999999999986,-0.005000000000000782,0.6666666666666667,0.6538461538461539,1.0,median,0.30389221556886226,0.7529940119760479,478
468,2013-03-31,South Lahontan,33278.5,2013.0,1.0,1045192.0,2584.5699999999997,2584.5699999999997,2499.5005,-57.042500000000004,15096.5,34.89146,-117.3053,2584.5699999999997,2584.5699999999997,237.5,10.0,22.0,105576786677.92387,2276382.3983180295,3.0,31.0,-0.8000000000000078,0.4,-0.4000000000000039,-0.15749999999999975,0.6153846153846154,0.5555555555555556,1.0,median,0.2687125748502994,0.6482035928143712,528
478,2013-09-30,South Lahontan,38405.0,2013.0,2.0,1048255.5,2611.205,2611.205,2524.93,-58.36,15157.0,34.89471,-117.28069,2611.205,2611.205,223.5,10.0,22.0,105576786677.92387,2276382.3983180295,9.0,30.0,-1.0549999999999926,0.375,-0.5274999999999963,-0.20500000000000007,0.5555555555555556,0.5357142857142858,1.0,median,0.22080838323353294,0.5501497005988024,473
