,date,HR_NAME,stn_id,year,semester,Unnamed: 0_x,wlm_rpe,wlm_gse,gwe,gse_gwe,Unnamed: 0_y,latitude,longitude,gse,rpe,well_depth,index_right,OBJECTID,Shape__Are,Shape__Len,month,day,gwchange,pctl_gwchange,half_gwchange,cumgwchange,pctl_cumgwchange,pctl_gwelev,reporting,stat,pctl_gwchange_corr,pctl_cumgwchange_corr,reporting2
112,1995-09-30,North Coast,23457.5,1995.0,2.0,2945820.5,367.15999999999997,366.86,317.86,-22.799999999999997,45095.5,39.7686,-122.77535,362.717,362.9125,101.5,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.45000000000000107,0.5586538461538462,0.22500000000000053,0.4999999999999998,0.5215201465201466,0.593103448275862,1.0,median,0.5898203592814372,0.4940119760479042,204
122,1996-03-31,North Coast,23463.0,1996.0,1.0,2956154.0,552.84,552.84,540.2,-17.1,45215.0,39.811,-122.7666,552.84,552.84,103.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.5,0.6346153846153846,0.25,1.0,0.6,0.6481481481481481,1.0,median,0.6976047904191617,0.6205089820359282,213
132,1996-09-30,North Coast,23462.0,1996.0,2.0,3012501.5,741.125,740.375,724.575,-20.8,45956.5,40.59692,-122.773285,740.375,741.375,106.5,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.8000000000000007,0.6578947368421053,0.40000000000000036,1.5999999999999979,0.72,0.7678571428571429,1.0,median,0.7327844311377245,0.8263473053892215,202
142,1997-03-31,North Coast,23465.0,1997.0,1.0,3011695.0,529.56,527.86,479.03,-18.0,45922.0,40.5702,-122.7747,527.86,529.56,104.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.09999999999999998,0.4827586206896552,-0.04999999999999999,1.4499999999999993,0.68,0.5555555555555556,1.0,median,0.4595808383233533,0.7724550898203593,209
152,1997-09-30,North Coast,23462.0,1997.0,2.0,2954944.5,547.28,546.4300000000001,479.21500000000003,-21.5,45200.5,39.80615,-122.786,547.855,549.7049999999999,108.5,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.20000000000000195,0.45762711864406774,-0.10000000000000098,0.6000000000000008,0.6035714285714286,0.6666666666666667,1.0,median,0.4161676646706587,0.6384730538922155,198
162,1998-03-31,North Coast,23462.0,1998.0,1.0,2951863.0,303.865,302.865,288.17,-16.5,45162.5,39.79375,-122.777685,298.1495,298.87800000000004,104.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,1.0999999999999979,0.7209302325581396,0.5499999999999989,1.3000000000000003,0.7307692307692308,0.7841614906832298,1.0,median,0.8532934131736527,0.8353293413173652,200
172,1998-09-30,North Coast,23473.0,1998.0,2.0,3013859.0,1355.5,1354.0,1339.8,-22.175,46018.0,40.90876,-122.7235,1354.0,1355.5,110.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.7500000000000006,0.6586334745762712,0.3750000000000003,2.0250000000000004,0.8181818181818183,0.8448275862068966,1.0,median,0.7365269461077845,0.9461077844311377,225
182,1999-03-31,North Coast,23475.0,1999.0,1.0,3013734.0,1352.28,1351.53,1344.505,-17.0,46016.5,40.893985,-122.7227,1350.7649999999999,1351.7649999999999,112.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.5999999999999988,0.634508348794063,0.2999999999999994,2.3500000000000014,0.8430769230769231,0.9118788819875776,1.0,median,0.6961077844311377,0.9648203592814372,232
192,1999-09-30,North Coast,23475.5,1999.0,2.0,3013819.0,1355.495,1353.995,1337.915,-21.95,46017.5,40.906735,-122.7217,1353.5149999999999,1354.5149999999999,112.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.40000000000000036,0.44827586206896547,-0.20000000000000018,1.4000000000000021,0.875,0.75,1.0,median,0.3997005988023952,0.9797904191616766,222
202,2000-03-31,North Coast,23476.0,2000.0,1.0,3013955.0,1355.5,1355.0,1348.73,-17.0,46019.0,40.91747,-122.7141,1355.0,1355.5,112.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.5,0.4418604651162791,-0.25,1.25,0.7391304347826086,0.7666666666666667,1.0,median,0.36976047904191617,0.8502994011976048,225
212,2000-09-30,North Coast,24041.0,2000.0,2.0,3024854.0,1413.52,1413.02,1381.72,-22.6,46201.0,41.4987,-122.70279,1420.5,1421.0,114.5,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.29999999999999893,0.48535653650254673,-0.14999999999999947,0.9749999999999996,0.7182539682539683,0.6785714285714286,1.0,median,0.4655688622754491,0.8203592814371258,207
222,2001-03-31,North Coast,24065.0,2001.0,1.0,3024853.0,1424.01,1423.01,1417.31,-20.7,46201.0,41.4987,-122.69597,1420.5,1421.0,113.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-1.899999999999996,0.2457627118644068,-0.949999999999998,-0.19999999999999973,0.5,0.375,1.0,median,0.05089820359281437,0.4408682634730539,211
232,2001-09-30,North Coast,24078.5,2001.0,2.0,3028419.0,2622.06,2621.46,2571.5,-24.95,46260.0,41.592150000000004,-122.56335,2621.46,2622.06,120.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-1.9999999999999998,0.18785084202085006,-0.9999999999999999,-1.325,0.35714285714285715,0.4340579710144928,1.0,median,0.014970059880239521,0.19086826347305388,228
242,2002-03-31,North Coast,24074.5,2002.0,1.0,3027672.5,2563.6000000000004,2562.8500000000004,2549.6,-20.832500000000003,46244.0,41.5696,-122.592265,2562.8500000000004,2563.6000000000004,112.5,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.8500000000000005,0.68,0.42500000000000027,-0.44999999999999996,0.44827586206896547,0.6043478260869565,1.0,median,0.7754491017964071,0.35104790419161674,228
252,2002-09-30,North Coast,24086.5,2002.0,2.0,3027097.75,2543.32,2541.82,2532.55,-25.4,46238.5,41.563599999999994,-122.65435,2541.82,2543.32,110.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.10000000000000142,0.5277777777777778,-0.05000000000000071,-0.7,0.5,0.42708333333333337,1.0,median,0.5411676646706587,0.4408682634730539,234
262,2003-03-31,North Coast,24080.0,2003.0,1.0,3025889.0,1633.55,1633.05,1628.15,-18.6,46212.0,41.51173,-122.68414,1633.05,1633.55,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.29999999999999716,0.5625,0.14999999999999858,-0.40000000000000013,0.5384615384615384,0.6923076923076923,1.0,median,0.6017964071856288,0.5172155688622755,237
272,2003-09-30,North Coast,24078.5,2003.0,2.0,3027093.0,2554.62,2552.87,2542.9700000000003,-24.3,46238.5,41.563599999999994,-122.673615,2552.87,2554.62,110.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.2699999999999996,0.5818181818181818,0.1349999999999998,0.04999999999999938,0.6470588235294119,0.6428571428571429,1.0,median,0.624251497005988,0.7073353293413174,238
282,2004-03-31,North Coast,24084.0,2004.0,1.0,3026553.0,2533.46,2532.86,2513.5,-19.2,46225.0,41.5351,-122.67573,2532.86,2533.46,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.20000000000000018,0.49074074074074076,-0.10000000000000009,-0.1924999999999999,0.6,0.625,1.0,median,0.47155688622754494,0.6205089820359282,239
292,2004-09-30,North Coast,24091.5,2004.0,2.0,3027662.5,2587.95,2587.45,2560.8999999999996,-26.950000000000003,46244.0,41.5696,-122.63383,2587.45,2587.95,113.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.27500000000000036,0.46998799519807927,-0.13750000000000018,-0.4375000000000001,0.6296296296296297,0.5909391534391535,1.0,median,0.44461077844311375,0.6751497005988024,232
302,2005-03-31,North Coast,24088.5,2005.0,1.0,3026648.5,2113.015,2111.965,2100.935,-19.2,46226.5,41.53955,-122.676455,2111.965,2113.015,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.1999999999999993,0.5882352941176471,0.09999999999999964,-0.22024999999999872,0.6228448275862069,0.6848275862068965,1.0,median,0.6339820359281437,0.656437125748503,238
312,2005-09-30,North Coast,24089.0,2005.0,2.0,3026745.0,1657.07,1656.07,1642.57,-23.8,46222.0,41.5324,-122.68034,1656.07,1657.07,110.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.20000000000000195,0.5212432915921288,-0.10000000000000098,-0.4499999999999993,0.6381818181818182,0.5714285714285715,1.0,median,0.5344311377245509,0.6946107784431138,237
322,2006-03-31,North Coast,24089.0,2006.0,1.0,3026988.0,1657.07,1656.07,1654.97,-15.1,46225.0,41.5351,-122.68034,1656.07,1657.07,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,1.0499999999999998,0.731456043956044,0.5249999999999999,0.35000000000000064,0.7100840336134454,0.782608695652174,1.0,median,0.8682634730538922,0.8098802395209581,233
332,2006-09-30,North Coast,24233.0,2006.0,2.0,3032809.0,2872.1000000000004,2871.65,2853.25,-26.955,46319.0,41.79212,-122.39515499999999,2871.65,2872.1000000000004,123.5,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.37500000000000355,0.6526864035087719,0.18750000000000178,-0.6125000000000007,0.7338056680161944,0.689655172413793,1.0,median,0.7260479041916168,0.844311377245509,172
342,2007-03-31,North Coast,24092.5,2007.0,1.0,3024227.5,1367.01,1365.51,1355.76,-19.625,46132.5,41.324394999999996,-122.713335,1365.51,1367.01,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.4000000000000057,0.6250000000000001,0.20000000000000284,0.22500000000000098,0.76,0.6132478632478633,1.0,median,0.6856287425149701,0.8862275449101796,250
352,2007-09-30,North Coast,24093.0,2007.0,2.0,3023788.0,1365.02,1363.02,1349.2,-24.7,46066.0,41.1574,-122.7141,1363.02,1365.02,110.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-1.1595000000000013,0.35449735449735453,-0.5797500000000007,-0.625,0.6363636363636365,0.6153846153846154,1.0,median,0.19311377245508982,0.6916167664670658,249
362,2008-03-31,North Coast,24092.0,2008.0,1.0,3024405.0,1369.0,1368.0,1360.52,-20.0,46109.0,41.2851,-122.69597,1368.0,1369.0,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.6000000000000014,0.42424242424242425,-0.3000000000000007,-0.7949999999999995,0.5862068965517241,0.5454545454545455,1.0,median,0.3203592814371258,0.5898203592814372,245
372,2008-09-30,North Coast,24256.0,2008.0,2.0,3021392.0,1355.49,1353.99,1337.61,-26.275,46018.0,40.90876,-122.7141,1353.03,1353.53,110.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.5,0.4181818181818182,-0.25,-0.9024999999999999,0.5357142857142858,0.5,1.0,median,0.3068862275449102,0.5134730538922155,243
382,2009-03-31,North Coast,24257.5,2009.0,1.0,3013887.5,1151.94,1150.44,1142.085,-23.375,46013.0,40.8489,-122.718,1151.373,1152.6755,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.9250000000000007,0.3318452380952381,-0.46250000000000036,-1.2374999999999996,0.4082491582491583,0.35714285714285715,1.0,median,0.14820359281437126,0.2874251497005988,246
392,2009-09-30,North Coast,24976.0,2009.0,2.0,3013312.0,798.4,797.9,784.1,-26.775,45992.0,40.64135,-122.7235,797.9,798.4,111.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.29999999999999893,0.46187363834422657,-0.14999999999999947,-1.5375,0.3920807453416149,0.4827586206896552,1.0,median,0.4311377245508982,0.25,251
402,2010-03-31,North Coast,24499.0,2010.0,1.0,3013664.0,900.9,899.9,881.5,-20.685000000000002,45992.0,40.64135,-122.71711,899.9,900.9,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.4950000000000001,0.6381818181818182,0.24750000000000005,-0.6249999999999996,0.5211640211640212,0.5454545454545455,1.0,median,0.7020958083832335,0.49251497005988026,251
412,2010-09-30,North Coast,25765.0,2010.0,2.0,3013310.0,592.87,592.87,573.27,-25.15,45976.0,40.60875,-122.7429,592.87,592.87,110.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.9974999999999987,0.6869328493647913,0.49874999999999936,0.06750000000000078,0.5789473684210527,0.6,1.0,median,0.7844311377245509,0.5793413173652695,253
422,2011-03-31,North Coast,25989.5,2011.0,1.0,3015586.0,1110.5749999999998,1110.0749999999998,918.56,-21.1,46012.5,40.82067,-122.71560500000001,1110.0749999999998,1110.5749999999998,115.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.29999999999999716,0.48198051948051945,-0.14999999999999858,-0.19500000000000028,0.5238095238095238,0.4818121693121693,1.0,median,0.45808383233532934,0.49850299401197606,260
432,2011-09-30,North Coast,28870.0,2011.0,2.0,3012038.5,497.84000000000003,495.0,475.5,-23.435000000000002,45230.0,39.816199999999995,-122.76924,492.56600000000003,493.977,112.5,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.23000000000000043,0.6388888888888888,0.11500000000000021,-0.1750000000000007,0.5714285714285714,0.6666666666666667,1.0,median,0.7058383233532934,0.5711077844311377,276
442,2012-03-31,North Coast,36826.0,2012.0,1.0,2947556.0,457.85,453.0,451.33,-18.7,44779.0,39.64312,-122.77098,453.0,457.85,114.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.10000000000000142,0.5588235294117648,0.05000000000000071,0.120000000000001,0.5454545454545455,0.5,1.0,median,0.5913173652694611,0.5284431137724551,303
452,2012-09-30,North Coast,36857.5,2012.0,2.0,2957554.0,475.59000000000003,471.925,463.76099999999997,-24.25,45137.0,39.78505,-122.77742,471.9405,475.48199999999997,116.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.5599999999999987,0.4285714285714286,-0.27999999999999936,-0.2475000000000005,0.52,0.5555555555555556,1.0,median,0.33532934131736525,0.4902694610778443,296
462,2013-03-31,North Coast,36889.0,2013.0,1.0,3012814.0,497.75,495.0,483.69,-22.6,45956.0,40.59644,-122.74798,492.302,493.33,112.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.7899999999999996,0.39285714285714285,-0.3949999999999998,-0.8000000000000002,0.42857142857142855,0.3703703703703704,1.0,median,0.24850299401197604,0.3068862275449102,291
472,2013-09-30,North Coast,37171.5,2013.0,2.0,3012761.0,455.84000000000003,452.925,442.13,-27.86,45943.5,40.586839999999995,-122.74839,452.925,455.84000000000003,120.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.8999999999999986,0.35000000000000003,-0.4499999999999993,-1.0999999999999988,0.3636363636363637,0.375,1.0,median,0.18263473053892215,0.20134730538922155,282
482,2014-03-31,North Coast,36972.0,2014.0,1.0,2922498.5,475.59000000000003,471.925,463.3645,-24.7,44798.0,39.653760000000005,-122.76572999999999,471.9405,475.48199999999997,115.5,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-1.0999999999999996,0.30508474576271183,-0.5499999999999998,-1.4499999999999975,0.33333333333333337,0.28571428571428575,1.0,median,0.11676646706586827,0.1631736526946108,310
492,2014-09-30,North Coast,38145.5,2014.0,2.0,2858137.5,441.615,440.925,409.93000000000006,-27.5,44270.0,39.307410000000004,-122.800025,440.925,441.615,132.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-1.3000000000000007,0.29464285714285715,-0.6500000000000004,-1.935,0.2380952380952381,0.2752525252525253,1.0,median,0.10179640718562874,0.0718562874251497,352
502,2015-03-31,North Coast,38690.0,2015.0,1.0,2858162.0,581.79,580.0,516.03,-22.9,44272.0,39.30771,-122.80662,574.3,569.85,135.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.09999999999999787,0.5,-0.049999999999998934,-1.4749999999999996,0.2105263157894737,0.3,1.0,median,0.49925149700598803,0.061377245508982034,365
512,2015-09-30,North Coast,38690.0,2015.0,2.0,2858017.0,565.0,565.0,476.63,-29.14,44267.0,39.30711,-122.805,541.0,541.0,135.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.1999999999999993,0.5,-0.09999999999999964,-1.4825000000000015,0.25,0.25,1.0,median,0.49925149700598803,0.08308383233532934,359
522,2016-03-31,North Coast,43104.0,2016.0,1.0,2857786.5,579.81,577.15,559.3199999999999,-19.05,44260.0,39.305605,-122.81407,577.15,579.8115,135.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,1.0,0.6903409090909092,0.5,-0.5475000000000004,0.3693957115009747,0.5298245614035089,1.0,median,0.7919161676646707,0.22005988023952097,374
532,2016-09-30,North Coast,48754.0,2016.0,2.0,2919761.0,348.92,348.0,291.1,-26.1,44817.0,39.6644,-122.85206,345.146,347.859,112.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.870000000000001,0.7027027027027027,0.4350000000000005,-0.16249999999999964,0.5,0.5555555555555556,1.0,median,0.8233532934131736,0.4408682634730539,417
542,2017-03-31,North Coast,48758.0,2017.0,1.0,2862878.0,345.88,345.88,310.57,-17.5,44330.0,39.3287,-122.83445,345.146,345.88,115.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,1.0450000000000017,0.7129120879120879,0.5225000000000009,0.5750000000000006,0.6551724137931033,0.8333333333333333,1.0,median,0.8383233532934131,0.7267964071856288,421
552,2017-09-30,North Coast,48741.5,2017.0,2.0,3012459.5,905.325,903.5,828.775,-28.0,45956.5,40.59692,-122.79532,903.5,905.325,150.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.5,0.6666666666666667,0.25,0.33749999999999947,0.625,0.5545634920634921,1.0,median,0.7552395209580839,0.6654191616766467,292
562,2018-03-31,North Coast,46479.0,2018.0,1.0,2943774.0,584.42,583.0,562.275,-22.2,45075.0,39.75608,-122.81251,583.0,586.26,132.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.5999999999999943,0.66,0.29999999999999716,0.23499999999999988,0.5862068965517241,0.5,1.0,median,0.7395209580838323,0.5898203592814372,349
572,2018-09-30,North Coast,48531.5,2018.0,2.0,2858130.5,584.7950000000001,582.935,555.719,-26.380000000000003,44270.0,39.307410000000004,-122.80581000000001,582.935,585.4200000000001,140.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.4200000000000017,0.411764705882353,-0.21000000000000085,-0.8249999999999993,0.4705882352941177,0.5,1.0,median,0.2934131736526946,0.38173652694610777,358
582,2019-03-31,North Coast,39451.0,2019.0,1.0,2858011.0,586.26,583.0,565.87,-19.9,44267.0,39.30711,-122.80662,583.0,586.26,140.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,0.9500000000000028,0.7068965517241379,0.4750000000000014,-0.20749999999999957,0.5862068965517241,0.6666666666666667,1.0,median,0.8338323353293413,0.5898203592814372,345
592,2019-09-30,North Coast,48763.0,2019.0,2.0,2807046.0,405.88,402.92,381.28,-22.7,44031.0,39.19177,-122.8165,403.309,406.391,127.5,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.620000000000001,0.6666666666666666,0.3100000000000005,0.49749999999999917,0.701851851851852,0.7115384615384616,1.0,median,0.7470059880239521,0.7994011976047904,351
602,2020-03-31,North Coast,48748.5,2020.0,1.0,2807140.0,575.833,574.0,527.326,-23.512500000000003,44033.5,39.19177,-122.798695,563.5,565.1065,150.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-1.0,0.3446313706086096,-0.5,-0.8225000000000002,0.4330357142857143,0.36285266457680254,1.0,median,0.17664670658682635,0.3218562874251497,320
612,2020-09-30,North Coast,48786.0,2020.0,2.0,2790895.0,575.833,574.0,546.6700000000001,-31.0,43891.0,39.12361,-122.79971,574.0,575.833,150.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-2.865000000000002,0.20930232558139536,-1.432500000000001,-1.6650000000000027,0.3333333333333333,0.33333333333333337,1.0,median,0.02844311377245509,0.1437125748502994,319
622,2021-03-31,North Coast,48760.0,2021.0,1.0,2836777.5,575.9165,574.0,536.7560000000001,-25.299999999999997,44155.5,39.25358,-122.80672999999999,574.0,575.833,140.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-1.4800000000000004,0.2413793103448276,-0.7400000000000002,-2.144999999999999,0.09523809523809523,0.09090909090909093,1.0,median,0.048652694610778445,0.02245508982035928,362
632,2021-09-30,North Coast,48814.0,2021.0,2.0,2858151.0,345.88,307.87,296.5,-26.9,44272.0,39.30771,-122.83445,298.439,298.896,112.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-1.3999999999999986,0.2961816305469556,-0.6999999999999993,-2.165000000000001,0.125,0.2142857142857143,1.0,median,0.10329341317365269,0.027694610778443114,405
642,2022-03-31,North Coast,48836.5,2022.0,1.0,3009759.0,352.28499999999997,350.95000000000005,320.62475,-22.6205,45859.5,40.52503,-122.822545,345.146,346.8695,112.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-0.22999999999999954,0.46551724137931033,-0.11499999999999977,-2.2250000000000005,0.11538461538461539,0.106203007518797,1.0,median,0.4341317365269461,0.023952095808383235,386
652,2022-09-30,North Coast,49300.0,2022.0,2.0,3009801.5,354.875,352.93,330.15999999999997,-26.814999999999998,45864.0,40.53331,-122.823965,345.146,347.957,110.0,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,-0.6200000000000001,0.43859649122807015,-0.31000000000000005,-1.8874999999999993,0.11764705882352942,0.16,1.0,median,0.3592814371257485,0.025449101796407185,380
662,2023-03-31,North Coast,48838.0,2023.0,1.0,2953656.0,312.703,312.47450000000003,294.685,-18.8475,45184.0,39.800275,-122.829465,297.46950000000004,298.74800000000005,110.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,2.42,0.8,1.21,0.12250000000000139,0.35294117647058826,0.5,1.0,median,0.9491017964071856,0.18488023952095808,356
672,2023-09-30,North Coast,48813.5,2023.0,2.0,3011457.0,580.79,578.0,540.88,-25.25,45906.5,40.561895,-122.975205,565.5,567.565,104.5,3.0,15.0,87715868450.50505,2591922.864657401,9.0,30.0,0.9359999999999999,0.6764705882352943,0.46799999999999997,0.5158750000000004,0.46153846153846156,0.32142857142857145,1.0,median,0.7724550898203593,0.36601796407185627,278
681,2024-03-31,North Coast,25766.0,2024.0,1.0,2724072.0,379.226,376.162,374.236,-12.08,43570.0,39.00314,-123.1206,376.162,379.226,78.0,3.0,15.0,87715868450.50505,2591922.864657401,3.0,31.0,-1.1820000000000004,0.2058823529411765,-0.5910000000000002,0.49199999999999955,0.6,0.5,1.0,median,0.02694610778443114,0.6205089820359282,21
3,1990-03-31,North Lahontan,22619.0,1990.0,1.0,2999117.0,4594.61,4593.61,4540.3,-29.4,45753.0,40.3368,-120.1446,4593.61,4594.61,200.0,4.0,16.0,27090615115.487385,1831525.7797787266,3.0,31.0,,,,,,0.5714285714285715,1.0,median,,,143
13,1990-09-30,North Lahontan,22621.5,1990.0,2.0,2997214.5,4602.4400000000005,4601.4400000000005,4522.49,-37.5,45730.0,40.27664,-120.14185,4601.4400000000005,4602.4400000000005,200.0,4.0,16.0,27090615115.487385,1831525.7797787266,9.0,30.0,,,,,,0.41379310344827586,1.0,median,,,158
23,1991-03-31,North Lahontan,22620.0,1991.0,1.0,2996928.5,4585.475,4583.8150000000005,4533.4400000000005,-30.6,45725.0,40.26625,-120.1382,4583.8150000000005,4585.475,199.0,4.0,16.0,27090615115.487385,1831525.7797787266,3.0,31.0,-1.8999999999999986,0.3,-0.9499999999999993,-0.9499999999999993,0.4,0.39642857142857146,1.0,median,0.1092814371257485,0.27020958083832336,164
33,1991-09-30,North Lahontan,22615.5,1991.0,2.0,2997622.0,4585.0650000000005,4583.6900000000005,4515.405000000001,-44.25,45735.5,40.2892,-120.14495,4583.6900000000005,4585.0650000000005,200.0,4.0,16.0,27090615115.487385,1831525.7797787266,9.0,30.0,-1.0,0.4051724137931034,-0.5,-1.2999999999999972,0.4761904761904762,0.33333333333333337,1.0,median,0.280688622754491,0.3884730538922156,154
43,1992-03-31,North Lahontan,22616.0,1992.0,1.0,2997822.0,4575.08,4573.58,4529.25,-32.2,45738.0,40.2924,-120.1446,4573.58,4575.08,200.0,4.0,16.0,27090615115.487385,1831525.7797787266,3.0,31.0,-1.0,0.3826658322903629,-0.5,-1.6750000000000003,0.2986453201970444,0.2678571428571429,1.0,median,0.22904191616766467,0.11826347305389222,155
53,1992-09-30,North Lahontan,22614.5,1992.0,2.0,2996925.5,4594.655,4593.655,4519.455,-45.0,45725.0,40.26625,-120.13915,4593.655,4594.655,198.0,4.0,16.0,27090615115.487385,1831525.7797787266,9.0,30.0,-1.2999999999999972,0.32727272727272727,-0.6499999999999986,-2.0500000000000007,0.2142857142857143,0.21825396825396826,1.0,median,0.14221556886227546,0.06362275449101797,164
63,1993-03-31,North Lahontan,22620.0,1993.0,1.0,2996782.0,4594.655,4593.655,4532.25,-30.1,45722.5,40.263450000000006,-120.13915,4593.655,4594.655,195.0,4.0,16.0,27090615115.487385,1831525.7797787266,3.0,31.0,0.5499999999999998,0.6529927760577916,0.2749999999999999,-1.3500000000000005,0.27350427350427353,0.364367816091954,1.0,median,0.7275449101796407,0.10329341317365269,168
73,1993-09-30,North Lahontan,22621.0,1993.0,2.0,2996823.0,4604.07,4603.79,4534.11,-31.5,45723.0,40.264,-120.1375,4603.79,4604.07,200.0,4.0,16.0,27090615115.487385,1831525.7797787266,9.0,30.0,3.0,0.8245614035087719,1.5,-0.025000000000000022,0.5327272727272727,0.54,1.0,median,0.9700598802395209,0.5074850299401198,163
83,1994-03-31,North Lahontan,22619.0,1994.0,1.0,2996738.0,4594.7,4593.7,4536.78,-28.4,45722.0,40.2629,-120.1375,4593.7,4594.7,198.0,4.0,16.0,27090615115.487385,1831525.7797787266,3.0,31.0,0.0,0.5651260504201681,0.0,-0.23749999999999982,0.4285714285714286,0.40909090909090917,1.0,median,0.6062874251497006,0.312874251497006,165
93,1994-09-30,North Lahontan,22625.0,1994.0,2.0,3018959.0,4684.2,4683.7,4606.63,-52.5,46110.0,41.2872,-120.1392,4683.7,4684.2,201.0,4.0,16.0,27090615115.487385,1831525.7797787266,9.0,30.0,-3.3500000000000014,0.20344827586206898,-1.6750000000000007,-1.0750000000000006,0.33333333333333337,0.33333333333333337,1.0,median,0.025449101796407185,0.1631736526946108,57
103,1995-03-31,North Lahontan,22624.0,1995.0,1.0,2996694.0,4604.29,4604.07,4541.28,-27.6,45721.0,40.2557,-120.1368,4604.07,4604.29,199.0,4.0,16.0,27090615115.487385,1831525.7797787266,3.0,31.0,2.6500000000000044,0.8693070917371504,1.3250000000000022,0.5,0.6,0.5952380952380952,1.0,median,0.9880239520958084,0.6205089820359282,159
113,1995-09-30,North Lahontan,22615.0,1995.0,2.0,2991121.0,4629.6,4628.6,4549.8,-32.5,45659.0,40.16209,-120.12211,4628.6,4629.6,196.5,4.0,16.0,27090615115.487385,1831525.7797787266,9.0,30.0,0.4999999999999998,0.6707317073170732,0.2499999999999999,0.5999999999999996,0.6428571428571429,0.6904761904761906,1.0,median,0.7619760479041916,0.7013473053892215,145
123,1996-03-31,North Lahontan,22619.0,1996.0,1.0,2997815.0,4594.7,4593.7,4546.51,-24.5,45738.0,40.2924,-120.1446,4593.7,4594.7,200.0,4.0,16.0,27090615115.487385,1831525.7797787266,3.0,31.0,3.1000000000000014,0.8181818181818183,1.5500000000000007,2.299999999999999,0.7777777777777777,0.8275862068965517,1.0,median,0.9633233532934131,0.9124251497005988,149
